 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/15/2018


"Rank","Name","S","W-L","Aces","Per Set"
"78","Alabama","116","20-12","84","365","266.5"
"79","Hofstra","127","25-8","37","457","265.5"
"","Utah St.","112","5-24","23","485","265.5"
"","UNCW","104","15-12","43","445","265.5"
"82","Minnesota","107","27-4","48","433","264.5"
"83","Arizona","125","22-11","70","388","264.0"
"84","Lehigh","107","19-8","110","306","263.0"
"85","Ga. Southern","119","9-22","53","419","262.5"
"86","Morehead St.","113","21-10","62","400","262.0"
"","Cincinnati","133","26-8","53","418","262.0"
"","Houston","126","17-16","62","400","262.0"
"89","Wright St.","114","15-14","47","429","261.5"
"","Missouri St.","118","17-15","35","453","261.5"
"91","Weber St.","105","18-10","36","449","260.5"
"","Drake","125","21-15","32","457","260.5"
"93","Ole Miss","124","14-18","113","294","260.0"
"","Army West Point","119","14-15","75","370","260.0"
"95","West Virginia","112","11-19","35","449","259.5"
"","Loyola Chicago","108","16-14","46","427","259.5"
"97","Iowa","121","15-16","56","406","259.0"
"","Rider","116","19-11","70","378","259.0"
"","Clemson","129","19-15","57","404","259.0"
"100","Texas","101","23-5","29","458","258.0"
"101","McNeese","114","10-22","39","436","257.0"
"102","Texas Tech","110","17-13","40","432","256.0"
"103","Arkansas St.","126","19-14","83","345","255.5"
"104","Ohio","117","13-18","65","380","255.0"
"","Air Force","128","17-15","46","418","255.0"
"106","Houston Baptist","127","16-16","39","431","254.5"
"107","Miami (OH)","124","23-9","65","376","253.0"
"","Eastern Mich.","128","21-14","55","396","253.0"
"109","Virginia","107","8-20","49","407","252.5"
"","Baylor","118","20-9","26","453","252.5"
"111","Gardner-Webb","111","7-22","58","386","251.0"
"112","Portland","124","20-13","37","427","250.5"
"","Tennessee St.","113","9-19","47","407","250.5"
"114","Central Conn. St.","95","13-13","50","400","250.0"
"115","Stetson","107","16-13","81","336","249.0"
"116","Northern Ill.","122","11-21","48","400","248.0"
"117","LSU","113","12-17","67","361","247.5"
"","CSU Bakersfield","122","14-16","19","457","247.5"
"119","California","117","15-16","62","370","247.0"
"120","Illinois St.","115","25-8","43","407","246.5"
"","Northern Ky.","121","21-10","45","403","246.5"
"122","Michigan","122","24-10","56","380","246.0"
"123","Grambling","128","11-24","68","355","245.5"
"","Oakland","108","10-17","28","435","245.5"
"125","Austin Peay","121","27-5","96","298","245.0"
"","Denver","110","27-3","23","444","245.0"
"127","North Dakota St.","111","9-20","61","367","244.5"
"128","FIU","117","19-12","48","392","244.0"
"","San Diego","112","18-13","64","360","244.0"
"","Samford","136","19-15","57","374","244.0"
"131","Seattle U","112","11-19","43","400","243.0"
"132","Saint Mary's (CA)","114","19-10","36","413","242.5"
"133","Col. of Charleston","135","24-12","63","358","242.0"
"134","Louisiana","112","15-15","84","315","241.5"
"","North Dakota","120","14-18","59","365","241.5"
"136","Oral Roberts","114","9-19","36","409","240.5"
"137","Sam Houston St.","108","22-8","48","384","240.0"
"","North Florida","122","11-22","46","388","240.0"
"139","Northwestern","113","16-16","43","393","239.5"
"","La.-Monroe","104","11-19","60","359","239.5"
"141","Wake Forest","115","10-20","73","332","239.0"
"","Gonzaga","109","11-18","58","362","239.0"
"143","Bowling Green","114","19-12","59","359","238.5"
"144","Central Ark.","121","26-7","69","338","238.0"
"","UTRGV","115","22-9","33","410","238.0"
"","Georgia Tech","125","18-15","49","378","238.0"
"147","South Alabama","115","13-17","64","347","237.5"
"148","Western Ky.","117","20-10","98","278","237.0"
"149","Green Bay","113","20-11","34","405","236.5"
"","UT Martin","123","14-17","63","347","236.5"
"151","Buffalo","113","18-11","71","330","236.0"
"","San Francisco","109","9-20","39","394","236.0"
"","UNLV","130","22-12","51","370","236.0"
"154","Tulsa","114","19-12","71","328","235.0"
"","Cal Poly","96","25-3","54","362","235.0"
"156","Fordham","108","10-17","21","427","234.5"
"","Boston College","112","15-15","68","333","234.5"
"158","Alabama A&M","129","22-16","70","327","233.5"
"159","Xavier","105","10-19","46","372","232.0"
"160","Omaha","112","17-12","47","369","231.5"
"161","Western Mich.","116","16-14","71","320","231.0"
"162","Georgia St.","95","7-19","55","350","230.0"
"163","North Carolina","96","8-19","35","389","229.5"
"164","Southern U.","111","13-17","62","333","228.5"
"165","IUPUI","108","9-21","37","382","228.0"
"166","Chicago St.","120","9-24","56","343","227.5"
"167","Jacksonville St.","124","18-14","81","292","227.0"
"","Jackson St.","130","10-24","92","270","227.0"
"169","Indiana St.","111","10-20","45","363","226.5"
"","Marist","115","14-15","43","367","226.5"
"171","Tennessee Tech","118","11-19","55","342","226.0"
"","Bradley","127","24-9","37","378","226.0"
"173","Purdue Fort Wayne","120","18-14","39","372","225.0"
"","Robert Morris","116","11-18","52","346","225.0"
"","Kentucky","109","26-5","34","382","225.0"
"176","UCLA","101","13-14","60","328","224.0"
"177","Pepperdine","111","22-9","27","393","223.5"
"","SMU","110","12-16","28","391","223.5"
"179","Texas Southern","121","11-22","50","344","222.0"
"180","UNI","126","24-10","83","275","220.5"
"181","Dartmouth","86","10-15","52","336","220.0"
"","Harvard","90","11-12","61","318","220.0"
"183","Mississippi St.","110","5-26","85","269","219.5"
"184","Montana","114","10-21","43","350","218.0"
"","Eastern Ill.","112","10-21","25","386","218.0"
"186","LIU Brooklyn","91","15-9","54","325","216.5"
"","UC Irvine","105","16-13","41","351","216.5"
"","Texas A&M","123","17-13","40","353","216.5"
"189","Wofford","111","14-16","34","364","216.0"
"","Southeast Mo. St.","112","16-14","35","362","216.0"
"191","Santa Clara","108","6-24","31","367","214.5"
"","Arizona St.","113","14-18","94","241","214.5"
"193","NC State","110","15-13","64","300","214.0"
"194","Bryant","139","22-13","37","353","213.5"
"","UC Davis","107","16-12","31","365","213.5"
"196","Villanova","115","17-14","37","352","213.0"
"197","Memphis","114","11-19","39","347","212.5"
"198","Virginia Tech","108","14-16","29","366","212.0"
"199","Montana St.","113","11-19","32","358","211.0"
"","Presbyterian","112","10-17","54","314","211.0"
"201","Northwestern St.","101","12-15","40","341","210.5"
"202","Kansas St.","98","15-12","25","370","210.0"
"","Auburn","105","12-16","46","328","210.0"
"","Grand Canyon","107","11-17","55","310","210.0"
"205","Marquette","115","28-7","25","369","209.5"
"206","Stony Brook","106","21-9","50","318","209.0"
"207","Ohio St.","122","12-20","63","290","208.0"
"","High Point","104","21-10","45","326","208.0"
"","Albany (NY)","102","16-11","51","314","208.0"
"210","Western Ill.","109","3-26","41","332","207.0"
"","Southern Utah","112","6-24","29","356","207.0"
"","South Dakota St.","104","6-23","44","326","207.0"
"213","Georgia","115","15-14","32","348","206.0"
"214","Furman","110","13-16","56","299","205.5"
"215","Southern Ill.","106","5-26","59","292","205.0"
"","Lipscomb","108","18-12","69","272","205.0"
"217","Troy","116","11-19","54","301","204.5"
"218","Kent St.","116","13-18","84","240","204.0"
"","South Carolina","112","20-10","61","286","204.0"
"","UConn","119","15-16","45","318","204.0"
"221","Yale","81","19-5","46","315","203.5"
"222","Cornell","93","14-10","32","342","203.0"
"","Coastal Caro.","93","12-13","86","234","203.0"
"224","TCU","102","15-12","28","349","202.5"
"225","UMBC","106","7-19","36","332","202.0"
"226","Toledo","106","9-18","69","265","201.5"
"","Miami (FL)","94","13-12","47","309","201.5"
"228","Florida A&M","103","11-17","49","304","201.0"
"","UNC Asheville","100","16-12","72","258","201.0"
"","Appalachian St.","112","22-9","71","260","201.0"
"","Sacred Heart","99","17-10","41","320","201.0"
"","Temple","113","8-22","39","324","201.0"
"233","Niagara","105","9-19","28","344","200.0"
"","Mercer","107","16-13","54","292","200.0"
"235","Fairleigh Dickinson","103","2-28","39","321","199.5"
"236","Coppin St.","117","12-20","51","295","198.5"
"237","N.C. Central","91","6-19","54","288","198.0"
"","East Carolina","104","13-16","35","326","198.0"
"239","Bucknell","99","8-19","40","314","197.0"
"240","UAB","100","13-15","49","295","196.5"
"","UT Arlington","103","16-12","39","315","196.5"
"242","Hawaii","102","18-9","36","320","196.0"
"243","Brown","99","11-13","37","317","195.5"
"244","Wichita St.","127","14-18","34","320","194.0"
"","Colgate","103","14-15","57","274","194.0"
"","Portland St.","107","5-25","39","310","194.0"
"","Saint Peter's","129","9-25","49","290","194.0"
"248","Louisiana Tech","106","6-23","56","274","193.0"
"","Milwaukee","114","8-22","21","344","193.0"
"250","Elon","105","13-15","47","290","192.0"
"251","Fla. Atlantic","99","21-7","66","251","191.5"
"","Fairfield","107","14-16","45","293","191.5"
"253","San Jose St.","103","16-11","32","317","190.5"
"","UC Santa Barbara","112","17-12","36","309","190.5"
"255","Delaware","107","9-19","17","345","189.5"
"","Duquesne","102","12-16","37","305","189.5"
"257","George Washington","102","11-15","27","324","189.0"
"","George Mason","91","10-14","25","328","189.0"
"","UTSA","105","19-8","48","282","189.0"
"","Radford","106","22-7","34","310","189.0"
"261","Hartford","86","11-14","43","290","188.0"
"262","South Dakota","111","21-10","40","295","187.5"
"","Youngstown St.","104","7-22","43","289","187.5"
"264","Charleston So.","97","13-12","40","294","187.0"
"265","Quinnipiac","112","9-21","48","276","186.0"
"","Morgan St.","102","13-15","46","280","186.0"
"","UTEP","99","5-21","41","290","186.0"
"","Murray St.","116","22-10","39","294","186.0"
"","Northeastern","109","16-14","29","314","186.0"
"","The Citadel","113","12-19","59","254","186.0"
"271","Rhode Island","96","9-17","30","310","185.0"
"272","Eastern Wash.","105","8-22","27","315","184.5"
"","Arkansas","103","11-17","28","313","184.5"
"274","CSUN","108","8-20","53","261","183.5"
"275","SIUE","105","9-20","37","292","183.0"
"","Winthrop","112","16-14","53","260","183.0"
"277","UC Riverside","110","9-19","46","270","181.0"
"278","Providence","105","8-21","37","287","180.5"
"","Nevada","113","8-21","27","307","180.5"
"280","Iona","102","20-8","53","254","180.0"
"281","Manhattan","112","5-27","41","275","178.5"
"282","Georgetown","111","17-13","45","264","177.0"
"","New Hampshire","105","12-15","40","274","177.0"
"284","Pacific","113","13-16","34","285","176.5"
"285","Canisius","104","17-12","31","284","173.0"
"286","UMES","92","10-16","49","246","172.0"
"287","Ark.-Pine Bluff","99","8-21","46","250","171.0"
"288","Central Mich.","106","7-21","36","269","170.5"
"289","LMU (CA)","112","21-10","35","269","169.5"
"290","Evansville","121","10-21","23","291","168.5"
"291","Penn","89","6-19","29","278","168.0"
"292","St. Francis Brooklyn","104","10-18","27","281","167.5"
"293","Jacksonville","106","5-24","55","222","166.0"
"294","Chattanooga","108","10-20","41","248","165.0"
"295","Marshall","108","10-19","50","229","164.5"
"","Hampton","103","8-19","39","251","164.5"
"","Incarnate Word","101","10-17","26","277","164.5"
"298","Western Caro.","105","12-16","39","248","163.0"
"","Columbia","87","10-14","34","258","163.0"
"","Cal St. Fullerton","100","6-24","27","272","163.0"
"","Holy Cross","107","8-21","45","236","163.0"
"302","La Salle","107","18-12","45","235","162.5"
"","Seton Hall","105","10-20","22","281","162.5"
"304","UNC Greensboro","103","13-16","23","278","162.0"
"","Campbell","95","9-17","27","270","162.0"
"306","Howard","108","20-11","35","252","161.0"
"307","Southeastern La.","101","2-27","49","222","160.0"
"308","NJIT","115","4-28","38","243","159.5"
"309","Princeton","87","19-6","29","258","158.0"
"","Saint Francis (PA)","101","5-22","25","266","158.0"
"311","Eastern Ky.","104","5-23","42","230","157.0"
"312","N.C. A&T","93","14-12","46","220","156.0"
"","Akron","103","11-16","23","266","156.0"
"314","Prairie View","111","7-25","39","230","154.0"
"","Saint Louis","98","8-20","29","250","154.0"
"316","Lamar University","99","7-20","42","221","152.5"
"317","Davidson","87","12-13","37","230","152.0"
"318","UMass Lowell","95","5-21","24","250","149.0"
"319","Binghamton","92","5-20","28","239","147.5"
"320","Nicholls St.","100","3-26","60","174","147.0"
"321","Lafayette","99","5-23","31","229","145.5"
"322","William & Mary","89","5-20","35","219","144.5"
"323","Belmont","103","5-23","24","237","142.5"
"324","Alcorn","110","10-20","41","199","140.5"
"325","Siena","114","4-28","27","224","139.0"
"326","Middle Tenn.","101","7-21","36","205","138.5"
"327","Savannah St.","81","3-21","41","193","137.5"
"328","A&M-Corpus Christi","111","9-21","19","229","133.5"
"329","Northern Colo.","111","15-14","32","180","122.0"
"330","Delaware St.","99","2-27","27","176","115.0"
"331","DePaul","98","5-24","31","164","113.0"
"332","Norfolk St.","70","4-17","40","126","103.0"
"333","South Carolina St.","82","1-25","41","108","95.0"
"334","Mississippi Val.","109","5-26","20","140","90.0"
Reclassifying
"NR","California Baptist","128","21-11","37","427","250.5"
"NR","North Ala.","90","4-21","29","267","162.5"

NCAA Women's Volleyball
Division ITeam Total Attacks
Through Games 12/15/2018


"Rank","Name","S","W-L","Kills","Errors","Total Attacks"
"1","Valparaiso","146","27-11","1938","751","5697"
"2","Bryant","139","22-13","1882","902","5228"
"3","Bradley","127","24-9","1745","680","5220"
"4","Tulane","143","29-9","1952","747","5155"
"5","Utah Valley","141","20-14","1781","742","5093"
"6","Samford","136","19-15","1801","745","5088"
"7","Northern Ky.","121","21-10","1651","651","4995"
"8","Drake","125","21-15","1628","709","4987"
"9","Northern Ariz.","132","26-9","1737","501","4959"
"10","Col. of Charleston","135","24-12","1913","685","4930"
"11","St. John's (NY)","138","23-12","1794","748","4884"
"12","Eastern Mich.","128","21-14","1795","661","4864"
"13","UNI","126","24-10","1890","711","4829"
"14","Houston","126","17-16","1612","766","4769"
"15","Wichita St.","127","14-18","1666","684","4727"
"16","Oregon","126","23-11","1851","599","4712"
"17","Chicago St.","120","9-24","1467","795","4690"
"18","Houston Baptist","127","16-16","1650","732","4655"
"19","Southern California","125","22-11","1743","611","4637"
"20","Washington St.","130","23-10","1716","627","4635"
"21","Oregon St.","121","11-21","1507","759","4620"
"22","South Fla.","129","20-12","1636","600","4596"
"23","Bowling Green","114","19-12","1397","586","4586"
"24","UT Martin","123","14-17","1509","734","4568"
"","North Texas","131","19-17","1702","646","4568"
"26","UIC","118","18-13","1610","709","4566"
"27","Miami (OH)","124","23-9","1588","667","4565"
"28","Iowa St.","123","21-13","1741","587","4562"
"29","Purdue Fort Wayne","120","18-14","1638","671","4548"
"30","Loyola Maryland","119","14-16","1558","710","4533"
"31","ETSU","125","28-7","1712","597","4529"
"32","Utah","128","19-14","1758","666","4528"
"33","USC Upstate","124","13-19","1470","675","4518"
"34","Tennessee","125","26-6","1783","660","4514"
"35","Milwaukee","114","8-22","1450","684","4508"
"","Arizona","125","22-11","1733","665","4508"
"37","Cincinnati","133","26-8","1860","629","4496"
"38","Nebraska","133","29-7","1772","582","4491"
"39","Austin Peay","121","27-5","1671","613","4486"
"40","Purdue","130","24-9","1727","615","4481"
"41","Illinois","132","32-4","1870","609","4480"
"42","UConn","119","15-16","1613","800","4472"
"43","Hofstra","127","25-8","1769","628","4469"
"44","Green Bay","113","20-11","1544","638","4465"
"45","Rice","118","24-7","1727","574","4462"
"46","Air Force","128","17-15","1627","721","4455"
"47","Fresno St.","130","22-11","1686","661","4451"
"48","Arkansas St.","126","19-14","1625","704","4448"
"49","Missouri St.","118","17-15","1576","674","4446"
"50","Villanova","115","17-14","1480","521","4441"
"51","Alabama St.","142","23-18","1619","830","4437"
"52","Little Rock","125","19-13","1647","578","4433"
"53","North Dakota","120","14-18","1469","621","4431"
"54","UCF","117","27-4","1623","549","4427"
"55","Saint Peter's","129","9-25","1351","651","4426"
"56","Towson","123","17-15","1644","648","4413"
"57","Tulsa","114","19-12","1435","545","4409"
"58","Idaho","123","23-10","1652","516","4408"
"59","IUPUI","108","9-21","1297","641","4402"
"60","Sacramento St.","120","16-16","1486","620","4395"
"61","Idaho St.","125","19-14","1644","628","4393"
"62","Charlotte","124","16-15","1523","535","4392"
"63","Michigan","122","24-10","1646","648","4390"
"64","Cleveland St.","114","17-12","1415","601","4384"
"65","Illinois St.","115","25-8","1645","550","4373"
"66","UMKC","123","21-11","1646","650","4372"
"67","UNLV","130","22-12","1655","629","4369"
"68","Winthrop","112","16-14","1470","671","4361"
"69","Murray St.","116","22-10","1542","646","4354"
"70","SFA","120","32-3","1580","539","4353"
"","South Dakota","111","21-10","1498","557","4353"
"72","Ole Miss","124","14-18","1609","639","4348"
