 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/19/2015


"Rank","Name","S","W-L","Aces","Per Set"
"329","Savannah St.","94","0-31","14","139","0.89"
Reclassifying
"NR","Abilene Christian","111","9-20","42","375","2.07"
"NR","Incarnate Word","99","8-17","37","318","1.98"
"NR","Northern Ky.","116","14-16","30","373","1.87"
"NR","Grand Canyon","97","7-21","45","263","1.82"
"NR","UMass Lowell","111","4-27","33","315","1.72"

NCAA Women's Volleyball
Division IDigs Per Set
Through Games 12/19/2015


"Rank","Name","S","W-L","Digs","Per Set"
"1","USC Upstate","112","15-15","2005","17.90"
"2","UNI","133","19-15","2368","17.80"
"3","Ohio","117","25-8","2083","17.80"
"4","Rider","130","16-17","2301","17.70"
"5","Marquette","124","22-12","2192","17.68"
"6","Valparaiso","127","27-8","2244","17.67"
"7","Chattanooga","121","26-6","2133","17.63"
"8","High Point","118","21-10","2079","17.62"
"9","Duke","109","17-13","1917","17.59"
"10","Kansas St.","107","17-12","1879","17.56"
"11","Omaha","124","19-13","2177","17.56"
"12","A&M-Corpus Christi","126","31-5","2205","17.50"
"13","Siena","108","16-13","1888","17.48"
"14","Robert Morris","120","19-13","2096","17.47"
"15","Eastern Mich.","116","14-16","2025","17.46"
"16","UNC Greensboro","115","22-11","2002","17.41"
"17","SMU","119","27-6","2069","17.39"
"18","Illinois St.","119","22-10","2068","17.38"
"19","Green Bay","108","17-13","1874","17.35"
"20","Marist","118","21-10","2044","17.32"
"21","Columbia","88","7-16","1520","17.27"
"22","Charleston So.","124","10-23","2140","17.26"
"23","Murray St.","101","27-3","1740","17.23"
"24","Manhattan","127","20-14","2186","17.21"
"25","Wright St.","113","15-16","1942","17.19"
"26","Western Mich.","131","15-18","2234","17.05"
"27","Albany (NY)","98","17-9","1666","17.00"
"28","South Fla.","116","11-21","1969","16.97"
"29","North Dakota","126","21-13","2136","16.95"
"30","Louisville","117","25-7","1975","16.88"
"31","Portland","114","16-15","1923","16.87"
"32","Arizona","124","19-14","2086","16.82"
"33","Fairfield","117","21-10","1967","16.81"
"34","UTEP","121","9-23","2034","16.81"
"35","Miami (OH)","114","21-10","1916","16.81"
"36","Fla. Atlantic","101","18-11","1689","16.72"
"37","UCLA","123","25-8","2055","16.71"
"38","Bryant","124","19-14","2066","16.66"
"39","Kent St.","115","20-10","1915","16.65"
"40","Iona","114","10-20","1893","16.61"
"41","Saint Francis (PA)","106","6-23","1760","16.60"
"42","Tennessee Tech","120","10-21","1992","16.60"
"43","Appalachian St.","111","22-8","1840","16.58"
"44","Creighton","134","27-9","2221","16.57"
"45","Furman","108","21-9","1783","16.51"
"46","Missouri St.","135","24-11","2227","16.50"
"47","Pepperdine","115","17-14","1890","16.43"
"48","Memphis","122","19-14","2005","16.43"
"49","North Carolina","110","21-10","1806","16.42"
"50","Southern California","130","33-3","2134","16.42"
"51","Penn","95","13-13","1559","16.41"
"52","Niagara","110","13-17","1799","16.35"
"53","Liberty","108","14-14","1765","16.34"
"54","Cincinnati","117","21-10","1911","16.33"
"55","Tulsa","127","15-17","2074","16.33"
"56","Arkansas St.","106","28-2","1727","16.29"
"57","Iowa St.","107","19-11","1742","16.28"
"58","Cal Poly","100","19-8","1627","16.27"
"59","Lafayette","98","11-16","1591","16.23"
"60","Towson","125","26-6","2028","16.22"
"61","Yale","95","15-9","1541","16.22"
"62","Sam Houston St.","116","14-18","1881","16.22"
"63","East Carolina","119","12-19","1928","16.20"
"64","Harvard","99","15-11","1597","16.13"
"65","Wichita St.","135","27-9","2177","16.13"
"66","Jacksonville","113","12-16","1822","16.12"
"67","SFA","128","20-14","2063","16.12"
"68","UMKC","106","15-13","1707","16.10"
"69","UCF","121","15-17","1945","16.07"
"70","Drake","129","15-20","2069","16.04"
"71","Kansas","113","30-3","1811","16.03"
"72","Brown","96","10-16","1537","16.01"
"73","Southeast Mo. St.","115","10-20","1841","16.01"
"74","Houston","123","19-13","1965","15.98"
"75","Georgia Tech","120","18-14","1917","15.98"
"76","Gardner-Webb","119","9-22","1900","15.97"
"77","Western Caro.","131","12-22","2088","15.94"
"78","Delaware","113","12-17","1801","15.94"
"79","Xavier","118","18-12","1880","15.93"
"80","Coastal Caro.","102","25-5","1622","15.90"
"81","UTSA","122","24-9","1940","15.90"
"82","Col. of Charleston","129","20-13","2051","15.90"
"83","Nebraska","129","32-4","2049","15.88"
"84","American","116","28-7","1841","15.87"
"85","Campbell","112","14-17","1777","15.87"
"86","Army West Point","114","21-10","1807","15.85"
"87","Rice","124","21-10","1965","15.85"
"88","Michigan","123","20-13","1947","15.83"
"89","Texas Tech","98","14-16","1550","15.82"
"90","Ga. Southern","106","10-19","1676","15.81"
"91","New Hampshire","106","21-9","1672","15.77"
"92","Radford","119","14-15","1877","15.77"
"93","South Alabama","111","13-15","1750","15.77"
"94","Southern Utah","102","15-15","1607","15.75"
"95","LSU","108","9-20","1698","15.72"
"96","Princeton","87","15-9","1366","15.70"
"97","Central Conn. St.","96","11-16","1507","15.70"
"98","Toledo","113","6-23","1773","15.69"
"99","IUPUI","117","21-10","1833","15.67"
"100","Sacramento St.","122","26-7","1910","15.66"
"101","UC Riverside","107","10-19","1674","15.64"
"102","Temple","115","24-8","1798","15.63"
"103","Eastern Ill.","130","16-15","2031","15.62"
"104","Auburn","121","18-12","1890","15.62"
"105","North Florida","118","21-11","1842","15.61"
"106","Little Rock","102","14-14","1592","15.61"
"107","South Dakota","117","15-16","1826","15.61"
"108","UC Davis","114","15-15","1779","15.61"
"109","Seton Hall","113","14-16","1763","15.60"
"110","Southern Miss.","139","24-11","2167","15.59"
"111","Minnesota","129","30-5","1999","15.50"
"112","Pittsburgh","117","23-9","1813","15.50"
"113","Georgia St.","102","7-19","1577","15.46"
"114","Northern Colo.","116","14-16","1793","15.46"
"115","Wofford","127","16-18","1963","15.46"
"116","Wisconsin","117","26-7","1804","15.42"
"117","Syracuse","120","23-8","1850","15.42"
"118","The Citadel","132","7-28","2033","15.40"
"119","North Dakota St.","120","19-12","1847","15.39"
"120","Indiana St.","132","17-16","2031","15.39"
"121","Oregon","112","16-14","1723","15.38"
"122","Villanova","122","25-9","1875","15.37"
"123","Northern Ariz.","121","28-5","1855","15.33"
"124","Youngstown St.","114","10-21","1747","15.32"
"125","Purdue Fort Wayne","119","7-25","1821","15.30"
"126","Bethune-Cookman","104","15-16","1589","15.28"
"127","Dartmouth","88","12-11","1343","15.26"
"128","UNCW","116","24-8","1770","15.26"
"129","Loyola Chicago","118","20-12","1800","15.25"
"130","Long Beach St.","114","25-6","1738","15.25"
"131","Illinois","122","21-13","1859","15.24"
"132","Colgate","98","12-16","1493","15.23"
"133","Tennessee","118","21-12","1797","15.23"
"134","Southern Ill.","130","23-10","1978","15.22"
"135","UTRGV","107","12-19","1627","15.21"
"136","Austin Peay","120","10-22","1824","15.20"
"","Cornell","95","6-18","1444","15.20"
"138","Marshall","121","16-14","1839","15.20"
"139","Canisius","112","11-19","1702","15.20"
"140","UNC Asheville","100","15-12","1519","15.19"
"141","FGCU","121","21-11","1835","15.17"
"142","McNeese","129","15-18","1956","15.16"
"143","Cleveland St.","130","26-7","1968","15.14"
"144","Nicholls St.","100","9-19","1513","15.13"
"145","Clemson","112","6-26","1694","15.13"
"146","Milwaukee","116","9-21","1751","15.09"
"147","Ohio St.","131","25-10","1973","15.06"
"148","Denver","128","27-8","1926","15.05"
"149","Bucknell","94","14-12","1414","15.04"
"150","Evansville","119","8-24","1788","15.03"
"","Fresno St.","119","14-18","1788","15.03"
"152","Duquesne","113","14-15","1694","14.99"
"153","Southeastern La.","117","13-18","1753","14.98"
"154","William & Mary","115","10-20","1723","14.98"
"155","Kennesaw St.","103","19-9","1542","14.97"
"156","Western Ky.","125","32-4","1871","14.97"
"157","UC Santa Barbara","99","7-20","1481","14.96"
"158","Colorado St.","102","26-4","1523","14.93"
"159","Lehigh","111","19-13","1657","14.93"
"160","Utah","118","10-21","1760","14.92"
"161","Kentucky","112","21-10","1670","14.91"
"162","Saint Peter's","100","4-24","1490","14.90"
"163","UConn","119","16-15","1773","14.90"
"164","Binghamton","109","9-19","1623","14.89"
"165","Tennessee St.","118","16-14","1757","14.89"
"166","LIU Brooklyn","97","14-14","1443","14.88"
"167","Santa Clara","113","22-9","1681","14.88"
"168","Fairleigh Dickinson","110","10-19","1636","14.87"
"169","Butler","119","12-19","1769","14.87"
"170","Troy","125","14-18","1858","14.86"
"171","Idaho St.","118","23-10","1753","14.86"
"172","San Diego","114","22-10","1691","14.83"
"173","TCU","102","19-10","1512","14.82"
"174","Ball St.","124","15-17","1837","14.81"
"175","Boise St.","109","23-7","1614","14.81"
"176","Texas St.","111","19-12","1643","14.80"
"177","Bowling Green","112","7-22","1657","14.79"
"178","Idaho","114","14-16","1682","14.75"
"179","Hofstra","127","21-11","1872","14.74"
"180","North Texas","127","20-13","1871","14.73"
"181","UT Arlington","108","19-10","1591","14.73"
"182","FIU","104","15-13","1532","14.73"
"183","UT Martin","125","9-24","1837","14.70"
"184","Tulane","125","10-22","1836","14.69"
"185","South Carolina","114","13-18","1671","14.66"
"186","Washington","116","31-3","1700","14.66"
"187","Elon","110","7-23","1610","14.64"
"188","BYU","113","28-4","1653","14.63"
"189","California","111","9-22","1623","14.62"
"190","Belmont","122","17-15","1782","14.61"
"191","Jacksonville St.","119","14-20","1737","14.60"
"192","Saint Mary's (CA)","99","6-22","1445","14.60"
"193","James Madison","112","22-8","1633","14.58"
"194","Holy Cross","107","7-22","1560","14.58"
"195","Texas","114","30-3","1662","14.58"
"196","Charlotte","99","8-19","1440","14.55"
"197","Northern Ill.","105","19-11","1527","14.54"
"198","Dayton","123","27-6","1785","14.51"
"199","La.-Monroe","111","14-18","1609","14.50"
"200","Winthrop","122","14-18","1768","14.49"
"201","Arizona St.","115","19-13","1666","14.49"
"202","UMES","103","22-7","1492","14.49"
"203","Northeastern","123","6-25","1781","14.48"
"204","Oregon St.","108","6-24","1561","14.45"
"205","Boston College","122","12-20","1758","14.41"
"206","Louisiana","105","6-23","1513","14.41"
"207","Oakland","118","18-13","1697","14.38"
"208","New Mexico","116","17-14","1664","14.34"
"209","Northwestern","107","14-17","1534","14.34"
"210","Bradley","106","6-24","1519","14.33"
"211","Eastern Ky.","119","10-23","1702","14.30"
"212","Howard","116","18-14","1659","14.30"
"213","Samford","98","15-12","1401","14.30"
"214","Mercer","112","10-19","1600","14.29"
"215","Iowa","115","12-21","1642","14.28"
"216","UC Irvine","106","13-15","1511","14.25"
"217","UNLV","113","16-14","1610","14.25"
"218","Navy","109","9-20","1550","14.22"
"219","Lipscomb","120","23-9","1706","14.22"
"220","Virginia Tech","122","19-13","1733","14.20"
"221","ETSU","112","19-12","1590","14.20"
"222","Houston Baptist","126","17-17","1788","14.19"
"223","Eastern Wash.","104","14-14","1475","14.18"
"224","NJIT","105","6-25","1489","14.18"
"225","San Jose St.","115","13-18","1630","14.17"
"226","South Dakota St.","110","5-27","1559","14.17"
"227","Wyoming","116","23-7","1644","14.17"
"228","Florida St.","122","25-8","1728","14.16"
"229","Stony Brook","114","12-19","1614","14.16"
"230","CSUN","103","8-20","1458","14.16"
"231","Buffalo","107","7-22","1514","14.15"
"232","Washington St.","114","16-16","1613","14.15"
"233","New Mexico St.","126","28-6","1780","14.13"
"234","George Washington","122","21-11","1717","14.07"
"235","Purdue","122","23-10","1715","14.06"
"236","Texas A&M","115","24-7","1610","14.00"
"","Southern U.","111","10-21","1554","14.00"
"","Utah St.","114","6-26","1596","14.00"
"239","Michigan St.","119","19-14","1664","13.98"
"240","Florida","117","25-7","1636","13.98"
"241","Miami (FL)","119","21-10","1662","13.97"
"242","LMU (CA)","125","24-9","1743","13.94"
"243","Hawaii","109","29-2","1519","13.94"
"244","Gonzaga","119","16-15","1658","13.93"
"245","Georgetown","116","10-21","1611","13.89"
"246","Stanford","110","23-7","1524","13.85"
"247","Louisiana Tech","106","10-20","1468","13.85"
"248","Providence","112","10-22","1550","13.84"
"249","Central Mich.","117","11-18","1617","13.82"
"250","Penn St.","115","28-6","1589","13.82"
"251","Nevada","107","12-18","1478","13.81"
"252","SIUE","106","8-18","1459","13.76"
"253","Ole Miss","125","22-11","1718","13.74"
"254","San Francisco","108","17-14","1483","13.73"
"255","Texas Southern","117","16-19","1606","13.73"
"256","Missouri","128","27-6","1755","13.71"
"257","Alabama","126","17-15","1726","13.70"
"258","Rutgers","109","4-28","1493","13.70"
"259","Portland St.","104","9-19","1421","13.66"
"260","Notre Dame","121","7-25","1653","13.66"
"261","UIC","117","12-19","1598","13.66"
"262","Stetson","109","11-18","1485","13.62"
"263","St. Francis Brooklyn","106","7-23","1444","13.62"
"264","Rhode Island","118","20-9","1605","13.60"
"265","Arkansas","114","17-13","1549","13.59"
"266","Wake Forest","121","12-20","1644","13.59"
"267","Baylor","109","17-13","1473","13.51"
"268","N.C. A&T","75","7-14","1011","13.48"
"269","UAB","118","9-23","1586","13.44"
"270","Montana","108","8-20","1448","13.41"
"271","Pacific","113","17-13","1514","13.40"
"272","San Diego St.","109","12-19","1460","13.39"
"273","St. John's (NY)","121","18-15","1612","13.32"
"274","Montana St.","89","3-21","1182","13.28"
"275","Virginia","116","18-13","1538","13.26"
"276","Saint Louis","120","22-10","1589","13.24"
"277","Oral Roberts","118","14-16","1561","13.23"
"278","CSU Bakersfield","105","13-15","1389","13.23"
"279","Davidson","101","12-16","1334","13.21"
"280","Cal St. Fullerton","99","0-28","1298","13.11"
"281","N.C. Central","98","5-24","1282","13.08"
"282","New Orleans","126","19-16","1648","13.08"
"283","Fordham","112","8-23","1464","13.07"
"284","Central Ark.","104","16-13","1358","13.06"
"285","Presbyterian","96","4-24","1253","13.05"
"286","Coppin St.","87","9-15","1135","13.05"
"287","Oklahoma","108","12-16","1403","12.99"
"288","Northwestern St.","106","7-22","1377","12.99"
"289","DePaul","122","16-15","1576","12.92"
"290","Colorado","124","19-13","1601","12.91"
"291","Lamar University","112","14-16","1445","12.90"
"292","Loyola Maryland","108","6-25","1391","12.88"
"293","Florida A&M","97","8-21","1249","12.88"
"294","Alcorn","107","12-22","1377","12.87"
"295","UMBC","97","12-14","1247","12.86"
"296","Norfolk St.","90","4-21","1155","12.83"
"297","Indiana","116","16-16","1487","12.82"
"298","Prairie View","113","9-25","1448","12.81"
"299","Alabama A&M","136","13-25","1734","12.75"
"300","NC State","119","16-16","1514","12.72"
"301","Quinnipiac","115","3-28","1461","12.70"
"302","Middle Tenn.","109","8-22","1380","12.66"
"303","Morehead St.","118","10-21","1491","12.64"
"304","Akron","111","8-21","1393","12.55"
"305","Sacred Heart","120","15-14","1505","12.54"
"306","Maryland","122","15-19","1530","12.54"
"307","South Carolina St.","78","4-19","977","12.53"
"308","Mississippi St.","111","17-15","1388","12.50"
"309","Western Ill.","109","3-28","1361","12.49"
"310","Mississippi Val.","114","3-30","1408","12.35"
"311","Georgia","98","5-25","1204","12.29"
"312","Ark.-Pine Bluff","110","7-27","1350","12.27"
"313","La Salle","111","6-25","1359","12.24"
"314","Weber St.","101","6-22","1234","12.22"
"315","Utah Valley","101","14-14","1232","12.20"
"316","VCU","118","14-17","1420","12.03"
"317","Morgan St.","100","13-15","1203","12.03"
"318","George Mason","110","10-19","1318","11.98"
"319","Delaware St.","97","3-25","1157","11.93"
"320","Chicago St.","89","1-27","1060","11.91"
"321","Alabama St.","132","21-15","1570","11.89"
"322","Air Force","126","12-21","1493","11.85"
"323","Seattle U","107","18-11","1263","11.80"
"324","West Virginia","100","5-24","1171","11.71"
"325","Jackson St.","129","15-22","1507","11.68"
"326","Hartford","97","2-27","1131","11.66"
"327","Grambling","111","9-25","1247","11.23"
"328","Hampton","88","3-22","986","11.20"
"329","Savannah St.","94","0-31","979","10.41"
Reclassifying
"NR","Northern Ky.","116","14-16","1813","15.63"
"NR","Abilene Christian","111","9-20","1662","14.97"
"NR","Incarnate Word","99","8-17","1408","14.22"
"NR","Grand Canyon","97","7-21","1369","14.11"
"NR","UMass Lowell","111","4-27","1353","12.19"

NCAA Women's Volleyball
Division IHitting Percentage
Through Games 12/19/2015


"Rank","Name","S","W-L","Kills","Errors","Total Attacks","Pct."
"1","Florida","117","25-7","1663","467","3822","0.313"
"2","Washington","116","31-3","1661","453","3956","0.305"
"3","Texas","114","30-3","1636","468","3839","0.304"
"4","Kansas","113","30-3","1706","468","4142","0.299"
"5","Penn St.","115","28-6","1558","464","3712","0.295"
"6","Western Ky.","125","32-4","1781","530","4254","0.294"
"7","Southern California","130","33-3","1893","573","4564","0.289"
"8","Hawaii","109","29-2","1572","500","3718","0.288"
"9","Coastal Caro.","102","25-5","1405","405","3487","0.287"
"10","New Mexico St.","126","28-6","1797","618","4166","0.283"
"11","Boise St.","109","23-7","1632","547","3878","0.280"
"12","Stanford","110","23-7","1533","478","3787","0.279"
"13","BYU","113","28-4","1604","518","3919","0.277"
"14","Nebraska","129","32-4","1873","589","4690","0.274"
"15","Colorado St.","102","26-4","1433","494","3443","0.273"
"16","Appalachian St.","111","22-8","1627","527","4039","0.272"
"17","Minnesota","129","30-5","1850","581","4670","0.272"
"18","Texas A&M","115","24-7","1620","568","3873","0.272"
"19","American","116","28-7","1541","467","3977","0.270"
"20","Wisconsin","117","26-7","1673","564","4109","0.270"
"21","Arkansas St.","106","28-2","1483","474","3772","0.267"
"22","Florida St.","122","25-8","1654","559","4113","0.266"
"23","Dayton","123","27-6","1712","589","4220","0.266"
"24","Wichita St.","135","27-9","1889","614","4825","0.264"
"25","Towson","125","26-6","1841","636","4562","0.264"
"26","Northern Ariz.","121","28-5","1596","478","4239","0.264"
"27","Purdue","122","23-10","1696","612","4144","0.262"
"28","Army West Point","114","21-10","1597","538","4071","0.260"
"29","Temple","115","24-8","1658","597","4079","0.260"
"30","Missouri","128","27-6","1672","577","4224","0.259"
"31","Long Beach St.","114","25-6","1596","553","4048","0.258"
"32","Chattanooga","121","26-6","1710","554","4495","0.257"
"33","Denver","128","27-8","1689","548","4443","0.257"
"34","Furman","108","21-9","1542","535","3927","0.256"
"35","Illinois St.","119","22-10","1706","547","4532","0.256"
"36","Sacramento St.","122","26-7","1718","575","4470","0.256"
"37","Syracuse","120","23-8","1535","485","4123","0.255"
"38","Southern Ill.","130","23-10","1760","596","4612","0.252"
"39","Rice","124","21-10","1768","631","4526","0.251"
"40","TCU","102","19-10","1316","434","3517","0.251"
"41","Saint Louis","120","22-10","1563","596","3856","0.251"
"42","Gonzaga","119","16-15","1607","576","4112","0.251"
"43","Northern Ill.","105","19-11","1363","489","3500","0.250"
"44","UTSA","122","24-9","1626","554","4299","0.249"
"45","Lipscomb","120","23-9","1720","660","4253","0.249"
"46","Louisville","117","25-7","1722","636","4361","0.249"
"47","Creighton","134","27-9","1878","657","4921","0.248"
"48","Cleveland St.","130","26-7","1781","647","4575","0.248"
"49","Oklahoma","108","12-16","1443","539","3652","0.248"
"50","SMU","119","27-6","1709","584","4589","0.245"
"51","James Madison","112","22-8","1479","535","3864","0.244"
"52","Seattle U","107","18-11","1302","513","3240","0.244"
"53","Marquette","124","22-12","1697","589","4553","0.243"
"54","Oregon","112","16-14","1592","604","4068","0.243"
"55","Michigan St.","119","19-14","1637","651","4065","0.243"
"56","Ohio St.","131","25-10","1809","693","4621","0.242"
"57","Rhode Island","118","20-9","1575","611","3998","0.241"
"58","Santa Clara","113","22-9","1538","596","3907","0.241"
"59","Villanova","122","25-9","1666","609","4388","0.241"
"60","Miami (FL)","119","21-10","1586","610","4056","0.241"
"61","North Texas","127","20-13","1734","656","4480","0.241"
"62","Virginia Tech","122","19-13","1599","613","4101","0.240"
"63","Kent St.","115","20-10","1547","545","4173","0.240"
"64","Pittsburgh","117","23-9","1694","659","4323","0.239"
"65","Arkansas","114","17-13","1495","596","3760","0.239"
"66","Cal Poly","100","19-8","1362","494","3631","0.239"
"67","Duke","109","17-13","1576","567","4226","0.239"
"68","DePaul","122","16-15","1524","558","4049","0.239"
"69","Virginia","116","18-13","1537","593","3966","0.238"
"70","LMU (CA)","125","24-9","1757","730","4323","0.238"
"71","UC Irvine","106","13-15","1366","504","3632","0.237"
"72","Valparaiso","127","27-8","1805","634","4953","0.236"
"73","Baylor","109","17-13","1413","543","3681","0.236"
"74","Princeton","87","15-9","1175","446","3085","0.236"
"75","IUPUI","117","21-10","1619","597","4329","0.236"
"76","North Carolina","110","21-10","1502","553","4030","0.235"
"77","A&M-Corpus Christi","126","31-5","1683","573","4714","0.235"
"78","North Florida","118","21-11","1587","585","4263","0.235"
"79","Utah Valley","101","14-14","1220","449","3283","0.235"
"80","Iowa St.","107","19-11","1491","557","3978","0.235"
"81","Colorado","124","19-13","1641","663","4172","0.234"
"82","San Francisco","108","17-14","1425","564","3673","0.234"
"83","Missouri St.","135","24-11","1839","695","4913","0.233"
"84","Idaho St.","118","23-10","1620","643","4200","0.233"
"85","Alabama","126","17-15","1762","732","4430","0.233"
"86","South Dakota","117","15-16","1572","594","4213","0.232"
"87","Illinois","122","21-13","1641","634","4366","0.231"
"88","North Dakota St.","120","19-12","1550","592","4156","0.231"
"89","Loyola Chicago","118","20-12","1627","686","4089","0.230"
"90","UMKC","106","15-13","1415","536","3834","0.229"
"91","Samford","98","15-12","1284","536","3265","0.229"
"92","UNC Asheville","100","15-12","1226","435","3460","0.229"
"93","Kentucky","112","21-10","1529","609","4032","0.228"
"94","NC State","119","16-16","1554","651","3960","0.228"
"95","Ole Miss","125","22-11","1654","716","4115","0.228"
"96","Cincinnati","117","21-10","1587","605","4315","0.228"
"97","Kansas St.","107","17-12","1510","556","4200","0.227"
"98","Eastern Ill.","130","16-15","1698","665","4553","0.227"
"99","Xavier","118","18-12","1590","604","4366","0.226"
"100","UCLA","123","25-8","1714","676","4599","0.226"
"101","Murray St.","101","27-3","1481","630","3771","0.226"
"102","UNCW","116","24-8","1448","518","4122","0.226"
"103","Ohio","117","25-8","1563","552","4494","0.225"
"104","Idaho","114","14-16","1475","564","4052","0.225"
"105","UCF","121","15-17","1646","687","4268","0.225"
"106","Michigan","123","20-13","1724","687","4618","0.225"
"107","Lehigh","111","19-13","1494","582","4066","0.224"
"108","St. John's (NY)","121","18-15","1535","613","4119","0.224"
"109","North Dakota","126","21-13","1628","581","4683","0.224"
"110","Tennessee","118","21-12","1470","569","4039","0.223"
"111","Oakland","118","18-13","1592","638","4277","0.223"
"112","Kennesaw St.","103","19-9","1253","465","3541","0.223"
"113","Sacred Heart","120","15-14","1588","698","4002","0.222"
"114","Oral Roberts","118","14-16","1515","636","3965","0.222"
"115","Iowa","115","12-21","1498","617","3981","0.221"
"116","Pacific","113","17-13","1550","681","3932","0.221"
"117","Col. of Charleston","129","20-13","1765","738","4647","0.221"
"118","Miami (OH)","114","21-10","1490","542","4310","0.220"
"119","Georgia Tech","120","18-14","1637","671","4393","0.220"
"120","San Diego","114","22-10","1654","736","4177","0.220"
"121","FGCU","121","21-11","1535","604","4241","0.220"
"122","Pepperdine","115","17-14","1515","592","4214","0.219"
"123","UMES","103","22-7","1269","511","3468","0.219"
"124","ETSU","112","19-12","1448","601","3882","0.218"
"125","Fla. Atlantic","101","18-11","1419","599","3766","0.218"
"126","Liberty","108","14-14","1355","522","3828","0.218"
"127","Hofstra","127","21-11","1720","742","4496","0.218"
"128","Middle Tenn.","109","8-22","1381","605","3568","0.217"
"129","New Mexico","116","17-14","1473","596","4036","0.217"
"130","Central Mich.","117","11-18","1452","610","3875","0.217"
"131","Lamar University","112","14-16","1337","547","3639","0.217"
"132","Duquesne","113","14-15","1433","597","3868","0.216"
"133","Central Ark.","104","16-13","1262","522","3431","0.216"
"134","Marist","118","21-10","1578","599","4544","0.215"
"135","Texas St.","111","19-12","1431","587","3923","0.215"
"136","Eastern Wash.","104","14-14","1261","522","3451","0.214"
"137","Northwestern","107","14-17","1427","607","3833","0.214"
"138","CSU Bakersfield","105","13-15","1360","590","3611","0.213"
"139","Harvard","99","15-11","1262","513","3535","0.212"
"140","George Washington","122","21-11","1613","714","4248","0.212"
"141","UT Arlington","108","19-10","1355","568","3719","0.212"
"142","Portland","114","16-15","1389","468","4366","0.211"
"143","Indiana St.","132","17-16","1660","691","4612","0.210"
"144","Arizona","124","19-14","1729","733","4755","0.209"
"145","Wyoming","116","23-7","1417","586","3969","0.209"
"146","SFA","128","20-14","1571","641","4445","0.209"
"147","South Carolina","114","13-18","1464","632","3980","0.209"
"148","Butler","119","12-19","1495","599","4287","0.209"
"149","Texas Tech","98","14-16","1308","565","3556","0.209"
"150","UC Davis","114","15-15","1498","613","4238","0.209"
"151","UNLV","113","16-14","1397","574","3958","0.208"
"152","McNeese","129","15-18","1581","633","4562","0.208"
"153","UNC Greensboro","115","22-11","1563","658","4373","0.207"
"154","New Orleans","126","19-16","1564","681","4270","0.207"
"155","Alabama St.","132","21-15","1494","661","4030","0.207"
"156","Bethune-Cookman","104","15-16","1271","535","3564","0.207"
"157","Northern Colo.","116","14-16","1547","671","4245","0.206"
"158","Little Rock","102","14-14","1224","473","3643","0.206"
"159","Robert Morris","120","19-13","1463","580","4286","0.206"
"160","Radford","119","14-15","1548","650","4364","0.206"
"161","VCU","118","14-17","1424","666","3690","0.205"
"162","Omaha","124","19-13","1641","681","4676","0.205"
"163","UMBC","97","12-14","1190","539","3183","0.205"
"164","Delaware","113","12-17","1315","490","4050","0.204"
"165","Air Force","126","12-21","1576","722","4200","0.203"
"166","Bucknell","94","14-12","1088","424","3271","0.203"
"167","Green Bay","108","17-13","1460","629","4138","0.201"
"168","Yale","95","15-9","1192","496","3470","0.201"
"169","Winthrop","122","14-18","1569","719","4240","0.200"
"170","California","111","9-22","1442","645","3984","0.200"
"171","Charlotte","99","8-19","1184","493","3455","0.200"
"172","Auburn","121","18-12","1588","701","4437","0.200"
"173","Boston College","122","12-20","1525","678","4238","0.200"
"174","High Point","118","21-10","1532","670","4317","0.200"
"175","Tulsa","127","15-17","1612","674","4701","0.200"
"176","Houston Baptist","126","17-17","1533","686","4245","0.200"
"177","UConn","119","16-15","1524","677","4253","0.199"
"178","South Fla.","116","11-21","1508","628","4424","0.199"
"179","Southern Utah","102","15-15","1258","509","3770","0.199"
"180","New Hampshire","106","21-9","1253","504","3782","0.198"
"181","Indiana","116","16-16","1514","720","4011","0.198"
"182","Jacksonville","113","12-16","1430","569","4352","0.198"
"183","Youngstown St.","114","10-21","1404","588","4127","0.198"
"184","Belmont","122","17-15","1596","714","4461","0.198"
"185","Jacksonville St.","119","14-20","1400","618","3957","0.198"
"186","Stony Brook","114","12-19","1466","676","4003","0.197"
"187","Maryland","122","15-19","1516","684","4219","0.197"
"188","Fairfield","117","21-10","1578","711","4398","0.197"
"189","Montana","108","8-20","1381","645","3734","0.197"
"190","Houston","123","19-13","1586","689","4552","0.197"
"191","Albany (NY)","98","17-9","1153","449","3575","0.197"
"192","UC Santa Barbara","99","7-20","1214","516","3552","0.197"
"193","Marshall","121","16-14","1497","651","4307","0.196"
"194","East Carolina","119","12-19","1425","598","4217","0.196"
"195","UIC","117","12-19","1514","718","4077","0.195"
"196","Saint Mary's (CA)","99","6-22","1156","449","3627","0.195"
"197","Dartmouth","88","12-11","1152","523","3232","0.195"
"198","Mississippi St.","111","17-15","1393","665","3746","0.194"
"199","Colgate","98","12-16","1130","456","3470","0.194"
"200","UTRGV","107","12-19","1270","559","3665","0.194"
"201","Tulane","125","10-22","1449","638","4181","0.194"
"202","Memphis","122","19-14","1495","624","4495","0.194"
"203","Southeast Mo. St.","115","10-20","1355","549","4162","0.194"
"204","CSUN","103","8-20","1246","571","3488","0.194"
"205","Fresno St.","119","14-18","1617","769","4383","0.193"
"206","Wake Forest","121","12-20","1483","696","4080","0.193"
"207","Jackson St.","129","15-22","1536","752","4067","0.193"
