 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/21/2019


"Rank","Name","S","W-L","Aces","Per Set"
"274","Saint Mary's (CA)","106","11-17","1131","10.67"
"275","Fordham","106","12-14","1129","10.65"
"276","Chicago St.","119","5-26","1264","10.62"
"277","Holy Cross","111","5-25","1177","10.60"
"278","Hampton","95","8-17","1006","10.59"
"279","Auburn","103","7-22","1089","10.57"
"280","George Washington","100","15-14","1055","10.55"
"281","Kansas","96","9-17","1011","10.53"
"282","Abilene Christian","93","7-19","979","10.53"
"283","Jackson St.","130","18-19","1368","10.52"
"284","UC Irvine","105","5-23","1104","10.51"
"285","Maryland","127","13-19","1331","10.48"
"286","Gonzaga","110","11-19","1152","10.47"
"287","Youngstown St.","101","8-21","1057","10.47"
"288","Montana","112","7-23","1169","10.44"
"289","George Mason","97","4-22","1011","10.42"
"290","IUPUI","115","7-22","1198","10.42"
"291","UNCW","117","14-15","1216","10.39"
"292","Idaho St.","115","7-23","1195","10.39"
"293","Providence","115","6-25","1193","10.37"
"294","South Dakota St.","107","6-22","1110","10.37"
"295","Tennessee St.","104","12-17","1078","10.37"
"296","The Citadel","111","11-20","1150","10.36"
"297","Radford","95","10-16","979","10.31"
"298","Portland St.","111","10-19","1142","10.29"
"299","N.C. Central","123","8-24","1265","10.28"
"300","UMES","127","12-19","1306","10.28"
"301","North Dakota","113","12-18","1162","10.28"
"302","Rutgers","105","8-23","1078","10.27"
"303","Chattanooga","115","7-23","1180","10.26"
"304","Alabama A&M","114","20-15","1169","10.25"
"305","Iona","101","5-23","1033","10.23"
"306","Texas Southern","103","11-18","1051","10.20"
"307","William & Mary","97","7-20","989","10.20"
"308","Western Ill.","107","6-23","1089","10.18"
"309","Ga. Southern","101","7-20","1025","10.15"
"310","USC Upstate","101","8-19","1022","10.12"
"311","Eastern Wash.","113","6-24","1140","10.09"
"312","Incarnate Word","114","7-23","1147","10.06"
"313","Seton Hall","114","8-24","1143","10.03"
"314","Eastern Ill.","106","3-26","1049","9.90"
"315","Little Rock","95","6-22","935","9.84"
"316","Bethune-Cookman","118","8-24","1121","9.50"
"317","Florida A&M","106","10-20","987","9.31"
"318","Manhattan","115","8-23","1068","9.29"
"319","Saint Francis (PA)","93","3-25","861","9.26"
"320","Ark.-Pine Bluff","124","10-24","1133","9.14"
"321","Saint Peter's","109","3-27","975","8.94"
"322","NJIT","110","1-31","973","8.85"
"323","Gardner-Webb","84","3-22","729","8.68"
"324","Fairleigh Dickinson","98","4-26","838","8.55"
"325","Binghamton","74","0-23","628","8.49"
"326","Utah St.","108","2-28","913","8.45"
"327","Norfolk St.","86","2-23","725","8.43"
"328","Grambling","109","11-24","902","8.28"
"329","Southern U.","108","11-21","868","8.04"
"330","Alcorn","102","7-23","800","7.84"
"331","Mississippi Val.","108","4-30","802","7.43"
"332","South Carolina St.","82","0-29","584","7.12"
Reclassifying
"NR","California Baptist","117","14-16","1308","11.18"
"NR","North Ala.","101","4-25","869","8.60"
"NR","Merrimack","78","1-24","607","7.78"

NCAA Women's Volleyball
Division IBlocks Per Set
Through Games 12/21/2019


"Rank","Name","S","W-L","Block Solos","Block Assists","Per Set"
"1","VCU","112","24-7","50","613","3.18"
"2","Florida St.","105","19-10","50","522","2.96"
"3","Boise St.","111","18-12","43","570","2.95"
"4","Colorado St.","110","29-2","75","497","2.94"
"5","James Madison","93","20-8","67","412","2.94"
"6","UCF","122","25-8","50","609","2.91"
"7","New Mexico St.","108","27-4","65","495","2.89"
"8","Stanford","120","30-4","30","630","2.88"
"9","Minnesota","118","27-6","54","567","2.86"
"10","SFA","114","31-2","72","497","2.81"
"11","Purdue","122","24-8","62","561","2.81"
"12","Marshall","101","18-10","63","440","2.80"
"13","Robert Morris","107","25-5","51","496","2.79"
"14","Texas","98","23-4","36","457","2.70"
"15","FGCU","108","27-5","66","450","2.69"
"16","North Carolina","107","15-13","46","481","2.68"
"17","Albany (NY)","99","16-11","52","422","2.66"
"18","Washington","133","27-7","64","577","2.65"
"19","Hawaii","114","26-4","66","471","2.64"
"20","Santa Clara","124","21-12","31","591","2.63"
"21","Idaho","124","13-18","81","490","2.63"
"22","Michigan St.","110","15-15","66","446","2.63"
"23","Washington St.","123","23-10","70","502","2.61"
"24","Liberty","121","21-12","40","551","2.61"
"25","Southern California","132","18-14","46","594","2.60"
"26","Saint Mary's (CA)","106","11-17","45","460","2.59"
"27","Wisconsin","116","27-7","29","543","2.59"
"28","Towson","112","29-3","26","527","2.58"
"29","Utah St.","108","2-28","46","466","2.58"
"30","Utah","137","24-10","52","603","2.58"
"31","BYU","112","26-5","31","514","2.57"
"32","Louisville","121","22-10","69","482","2.56"
"33","Tulane","131","22-11","48","572","2.55"
"34","Northern Ky.","123","19-13","44","537","2.54"
"35","Baylor","104","29-2","42","444","2.54"
"36","Utah Valley","113","11-19","29","513","2.53"
"37","Weber St.","133","26-9","55","562","2.53"
"38","George Washington","100","15-14","32","439","2.52"
"39","Charlotte","112","16-15","66","429","2.50"
"40","Florida","117","27-5","80","422","2.49"
"41","Maryland","127","13-19","36","559","2.48"
"42","Kentucky","114","25-7","55","455","2.48"
"43","Montana St.","112","15-14","55","445","2.48"
"44","Pittsburgh","111","30-2","33","484","2.48"
"45","Kansas","96","9-17","60","355","2.47"
"46","LSU","102","15-13","61","382","2.47"
"47","South Dakota","123","31-3","46","514","2.46"
"48","UIC","116","20-11","60","450","2.46"
"49","Oklahoma","111","19-9","47","446","2.43"
"50","Lehigh","109","14-17","73","383","2.43"
"51","Dayton","114","22-9","36","481","2.43"
"52","Wyoming","119","22-9","63","448","2.41"
"53","Army West Point","116","22-10","67","425","2.41"
"54","UC Santa Barbara","107","23-6","53","408","2.40"
"55","Nebraska","119","28-5","50","470","2.39"
"56","South Carolina","114","20-12","64","418","2.39"
"","Radford","95","10-16","34","387","2.39"
"58","Grand Canyon","116","24-6","77","401","2.39"
"59","New Mexico","115","11-19","46","458","2.39"
"60","USC Upstate","101","8-19","49","385","2.39"
"61","Wright St.","111","24-6","58","414","2.39"
"62","New Hampshire","102","17-10","33","421","2.39"
"63","Texas A&M","120","23-8","43","482","2.37"
"64","Colgate","122","24-8","87","402","2.36"
"65","Southeast Mo. St.","129","23-11","62","482","2.35"
"66","Cleveland St.","108","8-19","66","374","2.34"
"67","Penn St.","117","27-6","68","411","2.34"
"68","Virginia","107","13-18","49","402","2.34"
"69","SIUE","112","14-15","66","391","2.33"
"70","Tulsa","132","18-16","72","470","2.33"
"71","Alabama","105","12-17","68","352","2.32"
"72","Rutgers","105","8-23","37","412","2.31"
"73","Loyola Chicago","124","21-11","79","415","2.31"
"74","Xavier","103","11-17","47","381","2.31"
"75","Illinois St.","132","22-12","38","532","2.30"
"76","Duke","110","12-19","28","450","2.30"
"77","Indiana","126","14-19","100","373","2.27"
"78","Ohio","119","18-13","82","377","2.27"
"79","Syracuse","94","12-13","42","343","2.27"
"80","Coastal Caro.","116","24-6","87","352","2.27"
"81","Butler","115","14-16","47","427","2.27"
"82","Colorado","106","13-17","50","379","2.26"
"83","Oakland","108","15-14","58","371","2.25"
"84","William & Mary","97","7-20","51","334","2.25"
"85","Nevada","114","17-13","28","454","2.24"
"86","UT Martin","118","13-19","39","446","2.22"
"87","N.C. A&T","115","16-15","53","403","2.21"
"88","Denver","117","23-9","44","428","2.21"
"89","Mississippi St.","114","13-17","92","318","2.20"
"90","Ole Miss","117","14-15","63","389","2.20"
"91","UCLA","102","19-12","66","316","2.20"
"92","Western Ky.","118","32-2","79","360","2.19"
"93","Charleston So.","103","14-15","57","338","2.19"
"94","Pepperdine","114","18-11","41","418","2.19"
"95","Western Ill.","107","6-23","50","369","2.19"
"96","Georgia St.","105","10-17","59","342","2.19"
"97","Houston","141","16-17","108","400","2.18"
"98","Notre Dame","115","19-10","37","428","2.18"
"99","Northwestern","118","14-18","91","333","2.18"
"100","Green Bay","114","21-9","23","450","2.18"
"101","Fla. Atlantic","100","16-11","62","310","2.17"
"102","Purdue Fort Wayne","128","18-15","55","444","2.16"
"103","Samford","118","24-6","76","358","2.16"
"104","Dartmouth","89","10-15","44","296","2.16"
"105","St. John's (NY)","118","22-12","58","393","2.16"
"106","Winthrop","109","24-5","62","346","2.16"
"107","SMU","106","18-10","44","369","2.16"
"108","UTEP","106","13-15","48","360","2.15"
"109","UNCW","117","14-15","37","428","2.15"
"110","Iowa St.","107","17-12","32","395","2.14"
"111","TCU","108","12-18","34","395","2.14"
"112","Rider","115","15-16","33","427","2.14"
"113","Oregon","113","9-20","49","385","2.14"
"114","Northern Ariz.","124","21-11","58","414","2.14"
"115","Fordham","106","12-14","37","379","2.14"
"116","Villanova","112","22-9","64","350","2.13"
"117","Wichita St.","105","9-19","43","362","2.13"
"118","Gardner-Webb","84","3-22","48","262","2.13"
"119","Creighton","107","25-6","43","370","2.13"
"120","Buffalo","119","13-17","61","385","2.13"
"121","ETSU","122","25-6","64","390","2.12"
"122","Seattle U","120","13-18","42","425","2.12"
"123","Oregon St.","122","9-22","68","381","2.12"
"124","San Diego St.","110","15-14","53","360","2.12"
"125","Col. of Charleston","102","7-21","44","344","2.12"
"126","American","120","24-8","61","386","2.12"
"127","Missouri","111","22-8","74","321","2.11"
"128","Tennessee","108","15-13","41","374","2.11"
"129","Bradley","119","15-15","34","434","2.11"
"130","North Texas","109","17-11","45","369","2.11"
"131","Wake Forest","105","14-15","39","364","2.10"
"132","George Mason","97","4-22","41","326","2.10"
"133","Abilene Christian","93","7-19","24","343","2.10"
"134","Illinois","118","16-14","39","418","2.10"
"135","CSU Bakersfield","114","9-19","30","419","2.10"
"136","California","113","20-10","54","366","2.10"
"137","Furman","109","8-21","88","281","2.10"
"138","Cal Poly","110","21-9","57","347","2.10"
"139","Texas St.","118","24-9","38","418","2.09"
"140","Fairfield","110","24-6","44","372","2.09"
"141","Portland St.","111","10-19","38","388","2.09"
"142","San Diego","112","25-6","58","352","2.09"
"143","Bowling Green","127","20-13","60","410","2.09"
"144","Valparaiso","127","14-20","57","412","2.07"
"145","Eastern Mich.","106","11-17","45","349","2.07"
"146","Brown","87","13-10","17","326","2.07"
"","Texas Tech","116","17-13","74","332","2.07"
"","Arkansas St.","116","17-13","78","324","2.07"
"149","UTRGV","117","14-17","51","381","2.06"
"150","Cornell","86","17-6","35","285","2.06"
"151","Central Conn. St.","117","15-15","62","358","2.06"
"152","Montana","112","7-23","51","359","2.06"
"153","Canisius","123","15-16","29","448","2.06"
"154","Miami (OH)","108","17-12","71","302","2.06"
"","West Virginia","108","12-17","38","368","2.06"
"156","Sacramento St.","130","14-18","51","432","2.05"
"157","Wofford","116","15-16","101","274","2.05"
"158","Harvard","88","5-18","30","301","2.05"
"159","Missouri St.","125","10-22","31","450","2.05"
"160","IUPUI","115","7-22","57","357","2.05"
"161","Clemson","107","11-18","45","348","2.05"
"162","NC State","123","11-19","57","389","2.04"
"163","UConn","104","12-16","65","295","2.04"
"164","San Francisco","108","8-21","42","357","2.04"
"165","UMBC","88","7-16","27","305","2.04"
"166","Idaho St.","115","7-23","38","393","2.04"
"167","Fresno St.","104","14-16","34","356","2.04"
"168","Tennessee Tech","112","13-17","64","327","2.03"
"169","Louisiana Tech","103","13-15","61","296","2.03"
"170","St. Francis Brooklyn","119","14-17","24","434","2.03"
"171","CSUN","108","12-16","60","317","2.02"
"172","UMES","127","12-19","43","427","2.02"
"173","UT Arlington","131","20-14","61","407","2.02"
"174","Drake","125","9-22","38","428","2.02"
"175","Delaware","104","15-14","30","359","2.01"
"176","Rice","108","27-4","66","303","2.01"
"177","Hampton","95","8-17","33","316","2.01"
"178","Southeastern La.","118","14-17","91","292","2.01"
"179","Sacred Heart","120","20-12","45","392","2.01"
"180","Kansas St.","113","9-19","26","400","2.00"
"","Long Beach St.","110","12-17","45","350","2.00"
"182","Boston College","128","20-12","54","403","2.00"
"183","High Point","122","21-13","49","389","2.00"
"184","Houston Baptist","118","17-15","32","407","2.00"
"185","UC Davis","112","17-13","52","343","2.00"
"186","UMKC","111","17-12","41","361","2.00"
"187","McNeese","106","11-17","65","293","2.00"
"","Jacksonville St.","106","20-10","64","295","2.00"
"189","Arizona","117","15-17","79","308","1.99"
"190","Elon","129","14-18","40","429","1.97"
"191","Hartford","109","16-13","55","320","1.97"
"192","North Dakota","113","12-18","55","333","1.96"
"193","Grambling","109","11-24","59","309","1.96"
"194","Columbia","93","12-12","41","282","1.96"
"195","Stetson","103","12-15","63","277","1.96"
"196","East Carolina","113","19-11","67","308","1.96"
"197","Arizona St.","124","17-14","91","303","1.96"
"198","New Orleans","111","13-18","68","298","1.95"
"199","Tennessee St.","104","12-17","34","338","1.95"
"200","Akron","103","16-12","56","290","1.95"
"201","Sam Houston St.","134","19-14","57","408","1.95"
"202","UNI","129","24-11","79","344","1.95"
"203","Iona","101","5-23","43","307","1.95"
"204","Ohio St.","114","15-17","42","359","1.94"
"205","DePaul","121","14-16","93","284","1.94"
"206","Eastern Ky.","99","9-21","52","280","1.94"
"207","Auburn","103","7-22","63","272","1.93"
"208","Bucknell","102","14-14","53","288","1.93"
"209","Jacksonville","116","10-21","41","366","1.93"
"210","Ga. Southern","101","7-20","55","278","1.92"
"211","Arkansas","113","11-19","37","358","1.91"
"212","LMU (CA)","110","14-15","49","321","1.90"
"213","Penn","82","11-10","28","256","1.90"
"214","Providence","115","6-25","32","373","1.90"
"215","Campbell","108","17-13","36","338","1.90"
"216","FIU","103","10-16","58","275","1.90"
"217","Mercer","114","14-17","83","265","1.89"
"218","Siena","111","11-18","45","328","1.88"
"219","Bethune-Cookman","118","8-24","63","318","1.88"
"220","Southern U.","108","11-21","88","230","1.88"
"221","Louisiana","110","14-16","70","272","1.87"
"222","UNLV","128","20-11","61","356","1.87"
"223","Indiana St.","103","7-21","24","336","1.86"
"224","Saint Louis","112","17-12","51","315","1.86"
"225","Princeton","90","17-8","43","249","1.86"
"226","Omaha","129","19-14","41","398","1.86"
"227","Central Mich.","113","21-9","81","258","1.86"
"228","UAB","98","12-15","30","304","1.86"
"229","Cal St. Fullerton","100","12-15","41","288","1.85"
"230","South Alabama","119","20-11","84","270","1.84"
"231","Michigan","118","21-11","27","380","1.84"
"232","Niagara","105","13-16","43","300","1.84"
"233","Gonzaga","110","11-19","51","302","1.84"
"234","Manhattan","115","8-23","59","304","1.83"
"235","Miami (FL)","102","10-16","20","334","1.83"
"236","San Jose St.","107","10-19","45","302","1.83"
"237","Eastern Ill.","106","3-26","45","298","1.83"
"238","South Fla.","113","7-23","42","329","1.83"
"239","La.-Monroe","112","12-20","56","296","1.82"
"","Fairleigh Dickinson","98","4-26","40","277","1.82"
"","Western Mich.","112","14-14","59","290","1.82"
"242","Appalachian St.","116","13-17","75","272","1.82"
"243","Kennesaw St.","115","22-9","51","315","1.81"
"244","Toledo","108","9-19","66","258","1.81"
"245","Quinnipiac","114","14-16","50","311","1.80"
"246","Georgia Tech","123","26-8","67","307","1.79"
"247","Middle Tenn.","117","13-17","34","350","1.79"
"248","Southern Utah","116","15-16","42","330","1.78"
"249","Bryant","113","15-17","29","344","1.78"
"250","Temple","92","12-15","28","271","1.78"
"251","UNC Greensboro","97","11-20","30","284","1.77"
"252","North Dakota St.","112","13-16","48","300","1.77"
"253","Troy","120","23-10","73","278","1.77"
"254","Incarnate Word","114","7-23","51","300","1.76"
"255","Howard","121","20-13","57","312","1.76"
"256","Binghamton","74","0-23","24","212","1.76"
"257","Duquesne","94","10-17","35","260","1.76"
"258","Alabama A&M","114","20-15","80","240","1.75"
"259","Morehead St.","119","23-10","46","323","1.74"
"260","Davidson","105","10-18","39","288","1.74"
"261","Jackson St.","130","18-19","102","249","1.74"
"262","South Dakota St.","107","6-22","68","236","1.74"
"263","Florida A&M","106","10-20","57","254","1.74"
"264","Yale","83","15-8","49","190","1.73"
"265","Presbyterian","103","15-15","47","262","1.73"
"266","Northeastern","108","15-14","49","275","1.73"
"267","Little Rock","95","6-22","25","278","1.73"
"268","Kent St.","113","14-15","55","278","1.72"
"269","Central Ark.","124","16-14","47","331","1.71"
"270","N.C. Central","123","8-24","41","338","1.71"
"271","Memphis","110","17-11","46","283","1.70"
"272","Lipscomb","105","16-13","42","273","1.70"
"273","Marist","115","15-15","39","312","1.70"
"274","Alabama St.","142","17-22","99","281","1.69"
"275","Northwestern St.","119","20-13","45","311","1.68"
"276","Georgia","112","20-10","18","341","1.68"
"277","Portland","107","11-18","40","280","1.68"
"278","Georgetown","122","13-19","39","332","1.68"
"279","Iowa","115","10-21","30","324","1.67"
"280","North Florida","126","15-18","42","334","1.66"
"281","Nicholls St.","106","11-16","84","183","1.66"
"282","UNC Asheville","90","13-13","49","200","1.66"
"283","Austin Peay","118","11-20","55","280","1.65"
"284","Oral Roberts","123","8-23","36","332","1.64"
