 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/21/2019


"Rank","Name","S","W-L","Aces","Per Set"
"253","UTRGV","117","14-17","1608","13.74"
"254","Illinois","118","16-14","1615","13.69"
"255","Northern Ill.","110","8-22","1505","13.68"
"256","Iowa","115","10-21","1573","13.68"
"257","North Carolina","107","15-13","1463","13.67"
"258","USC Upstate","101","8-19","1380","13.66"
"259","Florida A&M","106","10-20","1448","13.66"
"260","Air Force","114","8-22","1556","13.65"
"261","Utah Valley","113","11-19","1542","13.65"
"262","James Madison","93","20-8","1265","13.60"
"263","Jackson St.","130","18-19","1763","13.56"
"264","Wofford","116","15-16","1573","13.56"
"265","Columbia","93","12-12","1259","13.54"
"266","New Mexico","115","11-19","1556","13.53"
"267","Northwestern","118","14-18","1596","13.53"
"268","Hartford","109","16-13","1471","13.50"
"269","Seattle U","120","13-18","1619","13.49"
"270","Indiana","126","14-19","1698","13.48"
"271","Texas A&M","120","23-8","1617","13.48"
"272","Ark.-Pine Bluff","124","10-24","1670","13.47"
"273","Grambling","109","11-24","1467","13.46"
"274","Penn","82","11-10","1103","13.45"
"275","Michigan","118","21-11","1587","13.45"
"276","St. John's (NY)","118","22-12","1586","13.44"
"277","Delaware","104","15-14","1397","13.43"
"278","Georgetown","122","13-19","1635","13.40"
"279","Southern California","132","18-14","1767","13.39"
"280","Wake Forest","105","14-15","1404","13.37"
"281","San Diego St.","110","15-14","1469","13.35"
"282","Colorado St.","110","29-2","1467","13.34"
"283","Virginia","107","13-18","1426","13.33"
"284","Penn St.","117","27-6","1558","13.32"
"285","Alabama","105","12-17","1396","13.30"
"286","Denver","117","23-9","1553","13.27"
"287","Lafayette","125","13-19","1658","13.26"
"288","Cal Poly","110","21-9","1453","13.21"
"289","Saint Mary's (CA)","106","11-17","1399","13.20"
"290","TCU","108","12-18","1424","13.19"
"291","Texas Southern","103","11-18","1352","13.13"
"292","Alabama St.","142","17-22","1859","13.09"
"293","Mercer","114","14-17","1491","13.08"
"294","Colorado","106","13-17","1382","13.04"
"295","Howard","121","20-13","1577","13.03"
"296","Western Ill.","107","6-23","1391","13.00"
"297","William & Mary","97","7-20","1260","12.99"
"298","South Carolina","114","20-12","1479","12.97"
"299","Gardner-Webb","84","3-22","1089","12.96"
"300","Coppin St.","114","13-18","1475","12.94"
"301","Louisville","121","22-10","1558","12.88"
"302","VCU","112","24-7","1442","12.88"
"303","Buffalo","119","13-17","1529","12.85"
"304","Kansas","96","9-17","1228","12.79"
"305","UC Irvine","105","5-23","1340","12.76"
"306","UC Davis","112","17-13","1428","12.75"
"","BYU","112","26-5","1428","12.75"
"308","Syracuse","94","12-13","1197","12.73"
"309","Michigan St.","110","15-15","1400","12.73"
"310","Arkansas","113","11-19","1437","12.72"
"311","Saint Francis (PA)","93","3-25","1182","12.71"
"312","Albany (NY)","99","16-11","1258","12.71"
"313","Texas","98","23-4","1245","12.70"
"314","Charleston So.","103","14-15","1307","12.69"
"315","Missouri","111","22-8","1405","12.66"
"316","Norfolk St.","86","2-23","1080","12.56"
"317","Delaware St.","110","12-18","1376","12.51"
"318","UTEP","106","13-15","1319","12.44"
"319","Incarnate Word","114","7-23","1414","12.40"
"320","UMES","127","12-19","1558","12.27"
"321","Coastal Caro.","116","24-6","1422","12.26"
"322","Mississippi Val.","108","4-30","1319","12.21"
"323","Alcorn","102","7-23","1233","12.09"
"324","Miami (FL)","102","10-16","1228","12.04"
"325","Harvard","88","5-18","1058","12.02"
"326","Maryland","127","13-19","1523","11.99"
"327","Rutgers","105","8-23","1254","11.94"
"328","Southern U.","108","11-21","1284","11.89"
"329","Utah St.","108","2-28","1259","11.66"
"330","NJIT","110","1-31","1273","11.57"
"331","Binghamton","74","0-23","822","11.11"
"332","South Carolina St.","82","0-29","792","9.66"
Reclassifying
"NR","California Baptist","117","14-16","1658","14.17"
"NR","North Ala.","101","4-25","1288","12.75"
"NR","Merrimack","78","1-24","813","10.42"

NCAA Women's Volleyball
Division IHitting Percentage
Through Games 12/21/2019


"Rank","Name","S","W-L","Kills","Errors","Total Attacks","Pct."
"1","Texas","98","23-4","1355","334","3145","0.325"
"2","Stanford","120","30-4","1780","502","4236","0.302"
"3","Western Ky.","118","32-2","1604","467","3778","0.301"
"4","Missouri","111","22-8","1628","532","3647","0.301"
"5","Baylor","104","29-2","1518","500","3498","0.291"
"6","Cincinnati","125","27-7","1889","630","4337","0.290"
"7","Wisconsin","116","27-7","1666","498","4030","0.290"
"8","Florida","117","27-5","1570","491","3758","0.287"
"9","Penn St.","117","27-6","1617","512","3853","0.287"
"10","Coastal Caro.","116","24-6","1536","473","3719","0.286"
"11","Colorado St.","110","29-2","1508","512","3490","0.285"
"12","San Diego","112","25-6","1590","534","3720","0.284"
"13","Georgia Tech","123","26-8","1744","587","4109","0.282"
"14","Pittsburgh","111","30-2","1627","562","3851","0.277"
"15","Princeton","90","17-8","1323","443","3200","0.275"
"16","Kentucky","114","25-7","1645","533","4044","0.275"
"17","Marquette","122","28-6","1808","612","4355","0.275"
"18","California","113","20-10","1522","506","3713","0.274"
"19","BYU","112","26-5","1458","487","3552","0.273"
"20","Villanova","112","22-9","1450","430","3767","0.271"
"21","Towson","112","29-3","1604","546","3929","0.269"
"22","Rice","108","27-4","1561","527","3853","0.268"
"23","Nebraska","119","28-5","1641","567","4029","0.267"
"24","UCF","122","25-8","1697","512","4450","0.266"
"25","Michigan","118","21-11","1644","588","3982","0.265"
"26","FGCU","108","27-5","1461","459","3782","0.265"
"27","South Dakota","123","31-3","1762","600","4392","0.265"
"28","Minnesota","118","27-6","1620","495","4260","0.264"
"29","VCU","112","24-7","1445","493","3625","0.263"
"30","New Mexico St.","108","27-4","1470","529","3590","0.262"
"31","Cornell","86","17-6","1196","409","3018","0.261"
"32","Washington","133","27-7","1794","609","4555","0.260"
"33","American","120","24-8","1601","527","4140","0.259"
"34","South Carolina","114","20-12","1469","509","3720","0.258"
"35","SFA","114","31-2","1481","406","4168","0.258"
"36","Utah","137","24-10","1909","711","4684","0.256"
"37","UC Santa Barbara","107","23-6","1485","543","3684","0.256"
"38","UCLA","102","19-12","1428","505","3634","0.254"
"39","Hartford","109","16-13","1415","525","3563","0.250"
"40","Dayton","114","22-9","1510","543","3877","0.249"
"41","Hawaii","114","26-4","1553","548","4036","0.249"
"42","Tennessee","108","15-13","1476","540","3766","0.249"
"43","Southern California","132","18-14","1718","602","4512","0.247"
"44","Texas A&M","120","23-8","1651","661","4003","0.247"
"45","Fla. Atlantic","100","16-11","1370","530","3416","0.246"
"46","Pepperdine","114","18-11","1529","554","3966","0.246"
"47","Columbia","93","12-12","1255","489","3116","0.246"
"48","Creighton","107","25-6","1499","556","3846","0.245"
"49","Purdue","122","24-8","1585","595","4041","0.245"
"50","Yale","83","15-8","1098","390","2900","0.244"
"51","Robert Morris","107","25-5","1420","450","3975","0.244"
"52","ETSU","122","25-6","1629","603","4217","0.243"
"53","Florida St.","105","19-10","1311","456","3515","0.243"
"54","Kennesaw St.","115","22-9","1657","678","4068","0.241"
"55","Grand Canyon","116","24-6","1489","505","4089","0.241"
"56","Wyoming","119","22-9","1542","547","4141","0.240"
"57","Weber St.","133","26-9","1747","597","4800","0.240"
"58","South Alabama","119","20-11","1500","536","4030","0.239"
"59","Northern Ariz.","124","21-11","1562","503","4429","0.239"
"60","UC Davis","112","17-13","1428","563","3619","0.239"
"61","Milwaukee","119","26-6","1706","612","4579","0.239"
"62","Iowa St.","107","17-12","1452","533","3874","0.237"
"63","East Carolina","113","19-11","1480","527","4031","0.236"
"64","San Diego St.","110","15-14","1436","597","3557","0.236"
"65","James Madison","93","20-8","1171","440","3103","0.236"
"66","Alabama A&M","114","20-15","1347","487","3667","0.235"
"67","Samford","118","24-6","1549","581","4129","0.234"
"68","UMKC","111","17-12","1487","574","3901","0.234"
"69","Arizona","117","15-17","1520","574","4046","0.234"
"70","Texas St.","118","24-9","1521","596","3959","0.234"
"71","UNLV","128","20-11","1688","671","4358","0.233"
"72","A&M-Corpus Christi","117","19-12","1524","558","4141","0.233"
"73","Syracuse","94","12-13","1205","505","3001","0.233"
"74","Jacksonville St.","106","20-10","1479","590","3822","0.233"
"75","Georgia","112","20-10","1549","648","3883","0.232"
"76","Illinois","118","16-14","1608","640","4179","0.232"
"77","Brown","87","13-10","1090","387","3036","0.232"
"78","Colgate","122","24-8","1597","600","4306","0.232"
"79","Omaha","129","19-14","1742","713","4453","0.231"
"80","St. John's (NY)","118","22-12","1600","676","4005","0.231"
"81","Long Beach St.","110","12-17","1484","604","3817","0.231"
"82","Stetson","103","12-15","1271","434","3633","0.230"
"83","Northern Colo.","132","26-8","1825","730","4755","0.230"
"84","Santa Clara","124","21-12","1576","581","4347","0.229"
"85","SMU","106","18-10","1505","582","4039","0.229"
"86","UT Arlington","131","20-14","1710","669","4565","0.228"
"87","Liberty","121","21-12","1588","629","4219","0.227"
"88","Marshall","101","18-10","1282","466","3606","0.226"
"89","Cal Poly","110","21-9","1361","549","3593","0.226"
"90","Boston College","128","20-12","1656","676","4363","0.225"
"91","Northwestern St.","119","20-13","1596","606","4410","0.224"
"92","Kent St.","113","14-15","1529","586","4207","0.224"
"93","UTSA","113","16-14","1476","569","4054","0.224"
"94","North Florida","126","15-18","1636","649","4412","0.224"
"95","North Texas","109","17-11","1423","513","4076","0.223"
"96","Iowa","115","10-21","1447","571","3924","0.223"
"97","Northeastern","108","15-14","1418","589","3715","0.223"
"98","Idaho","124","13-18","1483","531","4279","0.222"
"99","UNI","129","24-11","1862","731","5085","0.222"
"100","Morehead St.","119","23-10","1699","713","4449","0.222"
"101","LSU","102","15-13","1260","509","3398","0.221"
"102","Denver","117","23-9","1488","629","3897","0.220"
"103","DePaul","121","14-16","1612","654","4347","0.220"
"104","Navy","111","17-12","1456","590","3932","0.220"
"105","Delaware","104","15-14","1336","569","3488","0.220"
"106","Northwestern","118","14-18","1482","618","3938","0.219"
"107","Texas Tech","116","17-13","1530","616","4166","0.219"
"108","Ohio","119","18-13","1574","610","4408","0.219"
"109","Hofstra","111","17-12","1471","628","3863","0.218"
"110","Louisville","121","22-10","1526","658","3978","0.218"
"111","Central Conn. St.","117","15-15","1477","549","4257","0.218"
"112","Southeast Mo. St.","129","23-11","1576","563","4647","0.218"
"113","Northern Ky.","123","19-13","1647","612","4750","0.218"
"114","Fairfield","110","24-6","1475","618","3935","0.218"
"115","LMU (CA)","110","14-15","1444","607","3847","0.218"
"116","Washington St.","123","23-10","1590","646","4340","0.218"
"117","Winthrop","109","24-5","1428","537","4097","0.217"
"118","Kansas St.","113","9-19","1391","525","3984","0.217"
"119","Michigan St.","110","15-15","1329","564","3524","0.217"
"120","Ball St.","126","20-12","1718","656","4895","0.217"
"121","Southern Utah","116","15-16","1482","565","4231","0.217"
"122","Buffalo","119","13-17","1484","632","3932","0.217"
"123","Loyola Chicago","124","21-11","1645","670","4507","0.216"
"124","Saint Louis","112","17-12","1435","592","3897","0.216"
"125","Penn","82","11-10","1026","433","2745","0.216"
"126","Sacred Heart","120","20-12","1614","688","4293","0.216"
"127","Maryland","127","13-19","1421","578","3915","0.215"
"128","CSUN","108","12-16","1329","536","3684","0.215"
"129","Army West Point","116","22-10","1552","623","4324","0.215"
"130","Arizona St.","124","17-14","1548","600","4415","0.215"
"131","Colorado","106","13-17","1293","548","3473","0.215"
"132","Wright St.","111","24-6","1499","560","4379","0.214"
"133","Illinois St.","132","22-12","1809","781","4799","0.214"
"134","Oregon","113","9-20","1478","624","3997","0.214"
"135","Wake Forest","105","14-15","1257","531","3421","0.212"
"136","La Salle","110","15-14","1497","618","4142","0.212"
"137","Murray St.","114","19-11","1597","681","4319","0.212"
"138","Eastern Mich.","106","11-17","1421","570","4013","0.212"
"139","Central Ark.","124","16-14","1633","706","4381","0.212"
"140","Boise St.","111","18-12","1397","586","3833","0.212"
"141","Western Mich.","112","14-14","1427","587","3990","0.211"
"142","Temple","92","12-15","1154","457","3313","0.210"
"143","Southeastern La.","118","14-17","1486","602","4202","0.210"
"144","New Hampshire","102","17-10","1224","484","3527","0.210"
"145","Lipscomb","105","16-13","1419","617","3823","0.210"
"146","Miami (OH)","108","17-12","1449","590","4098","0.210"
"147","Clemson","107","11-18","1337","585","3588","0.210"
"148","Green Bay","114","21-9","1530","602","4428","0.210"
"149","Virginia","107","13-18","1332","577","3603","0.210"
"150","Bowling Green","127","20-13","1618","598","4871","0.209"
"151","Albany (NY)","99","16-11","1182","511","3210","0.209"
"152","Sam Houston St.","134","19-14","1807","741","5100","0.209"
"153","Marist","115","15-15","1459","621","4022","0.208"
"154","Howard","121","20-13","1497","683","3916","0.208"
"155","Montana St.","112","15-14","1423","572","4120","0.207"
"156","Lehigh","109","14-17","1323","548","3756","0.206"
"157","West Virginia","108","12-17","1387","598","3841","0.205"
"158","Akron","103","16-12","1325","557","3742","0.205"
"159","Niagara","105","13-16","1214","444","3752","0.205"
"160","Tulane","131","22-11","1674","707","4728","0.205"
"161","Mercer","114","14-17","1433","653","3824","0.204"
"162","Memphis","110","17-11","1417","631","3858","0.204"
"163","Louisiana Tech","103","13-15","1254","502","3696","0.203"
"164","High Point","122","21-13","1548","676","4289","0.203"
"165","Notre Dame","115","19-10","1493","626","4266","0.203"
"166","Western Caro.","113","17-13","1438","557","4338","0.203"
"167","Campbell","108","17-13","1361","613","3688","0.203"
"168","Alabama St.","142","17-22","1708","777","4591","0.203"
"169","Purdue Fort Wayne","128","18-15","1617","673","4657","0.203"
"170","Jacksonville","116","10-21","1408","611","3936","0.202"
"171","Charlotte","112","16-15","1312","447","4273","0.202"
"172","Incarnate Word","114","7-23","1275","531","3677","0.202"
"173","UMES","127","12-19","1459","662","3952","0.202"
"174","Bucknell","102","14-14","1263","537","3608","0.201"
"175","Alabama","105","12-17","1235","534","3484","0.201"
"176","Ole Miss","117","14-15","1405","583","4086","0.201"
"177","North Carolina","107","15-13","1363","605","3771","0.201"
"178","NC State","123","11-19","1530","667","4307","0.200"
"179","Miami (FL)","102","10-16","1236","570","3328","0.200"
"180","UTRGV","117","14-17","1384","601","3921","0.200"
"181","Nicholls St.","106","11-16","1321","565","3791","0.199"
"182","Furman","109","8-21","1322","555","3852","0.199"
"183","Troy","120","23-10","1627","784","4235","0.199"
"184","St. Francis Brooklyn","119","14-17","1402","568","4195","0.199"
"185","Appalachian St.","116","13-17","1485","655","4177","0.199"
"186","Central Mich.","113","21-9","1499","640","4328","0.198"
"187","Morgan St.","114","18-13","1427","627","4031","0.198"
"188","Harvard","88","5-18","1033","457","2906","0.198"
"189","N.C. A&T","115","16-15","1408","640","3876","0.198"
"190","Oklahoma","111","19-9","1419","611","4087","0.198"
"191","UTEP","106","13-15","1267","586","3446","0.198"
"192","Stony Brook","96","9-17","1167","491","3427","0.197"
"193","UAB","98","12-15","1225","534","3513","0.197"
"194","UMBC","88","7-16","1054","472","2961","0.197"
"195","Oakland","108","15-14","1375","595","3986","0.196"
"196","Wofford","116","15-16","1425","649","3969","0.196"
"197","Arkansas St.","116","17-13","1473","653","4198","0.195"
"198","New Orleans","111","13-18","1413","644","3939","0.195"
"199","Canisius","123","15-16","1468","584","4529","0.195"
"200","Ohio St.","114","15-17","1538","709","4259","0.195"
"201","North Dakota","113","12-18","1264","522","3815","0.194"
"202","Houston Baptist","118","17-15","1494","632","4432","0.194"
"203","Xavier","103","11-17","1244","529","3681","0.194"
"204","Utah Valley","113","11-19","1354","619","3788","0.194"
"205","Dartmouth","89","10-15","1050","427","3211","0.194"
"206","TCU","108","12-18","1346","635","3667","0.194"
"207","UNC Asheville","90","13-13","1058","447","3156","0.194"
"208","Coppin St.","114","13-18","1316","602","3691","0.193"
"209","Cleveland St.","108","8-19","1328","556","3995","0.193"
"210","Bradley","119","15-15","1512","596","4745","0.193"
"211","UIC","116","20-11","1537","692","4382","0.193"
"212","San Jose St.","107","10-19","1362","650","3693","0.193"
"213","Toledo","108","9-19","1277","525","3913","0.192"
"214","Loyola Maryland","122","13-18","1643","738","4711","0.192"
"215","Prairie View","136","17-22","1655","702","4961","0.192"
"216","South Fla.","113","7-23","1328","593","3832","0.192"
"217","Oregon St.","122","9-22","1527","710","4266","0.192"
"218","Tennessee Tech","112","13-17","1412","633","4072","0.191"
"219","Charleston So.","103","14-15","1238","584","3420","0.191"
"220","Louisiana","110","14-16","1359","550","4236","0.191"
"221","Siena","111","11-18","1376","617","3975","0.191"
"222","Lafayette","125","13-19","1482","670","4255","0.191"
"223","FIU","103","10-16","1306","619","3614","0.190"
"224","Arkansas","113","11-19","1374","654","3796","0.190"
"225","Abilene Christian","93","7-19","1054","449","3191","0.190"
"226","Nevada","114","17-13","1430","642","4165","0.189"
"227","SIUE","112","14-15","1396","612","4164","0.188"
"228","New Mexico","115","11-19","1343","604","3927","0.188"
"229","Saint Mary's (CA)","106","11-17","1232","551","3630","0.188"
"230","Oral Roberts","123","8-23","1453","637","4352","0.188"
"231","Kansas","96","9-17","1102","510","3165","0.187"
"232","Delaware St.","110","12-18","1274","610","3551","0.187"
"233","Indiana","126","14-19","1503","685","4377","0.187"
"234","UConn","104","12-16","1233","557","3625","0.186"
"235","Duke","110","12-19","1334","610","3888","0.186"
"236","Gonzaga","110","11-19","1266","562","3783","0.186"
"237","McNeese","106","11-17","1270","575","3735","0.186"
"238","Sacramento St.","130","14-18","1619","742","4733","0.185"
"239","LIU Brooklyn","105","12-17","1257","589","3611","0.185"
"240","La.-Monroe","112","12-20","1320","570","4078","0.184"
"241","Duquesne","94","10-17","1109","504","3292","0.184"
"242","Austin Peay","118","11-20","1479","695","4269","0.184"
"243","Butler","115","14-16","1369","608","4149","0.183"
"244","Middle Tenn.","117","13-17","1425","687","4024","0.183"
"245","UT Martin","118","13-19","1460","701","4147","0.183"
"246","Fordham","106","12-14","1239","515","3968","0.182"
"247","Rider","115","15-16","1434","680","4139","0.182"
"248","Evansville","117","16-14","1527","685","4627","0.182"
"249","Elon","129","14-18","1583","760","4528","0.182"
"250","Mississippi St.","114","13-17","1326","617","3917","0.181"
"251","San Francisco","108","8-21","1311","586","4015","0.181"
"252","Wichita St.","105","9-19","1209","553","3633","0.181"
"253","Davidson","105","10-18","1225","569","3640","0.180"
"254","Southern Ill.","134","14-18","1626","703","5123","0.180"
"255","UNCW","117","14-15","1322","612","3969","0.179"
"256","Tennessee St.","104","12-17","1150","532","3455","0.179"
"257","Georgetown","122","13-19","1402","671","4091","0.179"
"258","Houston","141","16-17","1677","745","5231","0.178"
"259","USC Upstate","101","8-19","1126","519","3412","0.178"
"260","Northern Ill.","110","8-22","1319","661","3700","0.178"
"261","Ga. Southern","101","7-20","1113","501","3445","0.178"
"262","Texas Southern","103","11-18","1194","593","3385","0.178"
"263","Rhode Island","95","8-18","1155","519","3584","0.177"
"264","Portland St.","111","10-19","1226","518","4006","0.177"
"265","Bryant","113","15-17","1442","718","4097","0.177"
"266","Presbyterian","103","15-15","1286","621","3767","0.177"
"267","Drake","125","9-22","1432","603","4704","0.176"
"268","Cal St. Fullerton","100","12-15","1181","520","3753","0.176"
"269","UC Riverside","101","6-22","1263","615","3684","0.176"
"270","North Dakota St.","112","13-16","1384","676","4037","0.175"
"271","Tulsa","132","18-16","1685","787","5121","0.175"
"272","UC Irvine","105","5-23","1206","591","3520","0.175"
"273","Montana","112","7-23","1255","607","3717","0.174"
"274","Quinnipiac","114","14-16","1411","673","4257","0.173"
"275","William & Mary","97","7-20","1081","531","3180","0.173"
"276","Pacific","120","13-17","1545","784","4403","0.173"
"277","Seattle U","120","13-18","1429","725","4084","0.172"
"278","CSU Bakersfield","114","9-19","1361","662","4060","0.172"
"279","Fresno St.","104","14-16","1295","662","3696","0.171"
"280","Chattanooga","115","7-23","1302","626","3949","0.171"
"281","N.C. Central","123","8-24","1357","650","4185","0.169"
"282","Western Ill.","107","6-23","1186","576","3616","0.169"
"283","Hampton","95","8-17","1103","560","3227","0.168"
"284","Jackson St.","130","18-19","1537","776","4535","0.168"
"285","Bethune-Cookman","118","8-24","1219","561","3922","0.168"
"286","Seton Hall","114","8-24","1258","587","4010","0.167"
"287","Missouri St.","125","10-22","1534","794","4431","0.167"
"288","Belmont","108","2-29","1231","611","3734","0.166"
"289","George Mason","97","4-22","1096","542","3351","0.165"
"290","Portland","107","11-18","1279","645","3835","0.165"
"291","UNC Greensboro","97","11-20","1158","582","3488","0.165"
"292","Lamar University","94","9-17","1148","595","3349","0.165"
"293","George Washington","100","15-14","1160","594","3441","0.164"
"294","Rutgers","105","8-23","1153","600","3370","0.164"
"295","Virginia Tech","121","11-20","1384","683","4302","0.163"
"296","Radford","95","10-16","1062","532","3265","0.162"
"297","Idaho St.","115","7-23","1288","586","4347","0.161"
"298","Georgia St.","105","10-17","1250","636","3803","0.161"
"299","Col. of Charleston","102","7-21","1200","606","3727","0.159"
"300","Providence","115","6-25","1292","677","3885","0.158"
"301","Southern Miss.","102","3-26","1183","573","3858","0.158"
"302","South Dakota St.","107","6-22","1212","620","3745","0.158"
"303","Holy Cross","111","5-25","1272","643","4008","0.157"
"304","Valparaiso","127","14-20","1544","760","5003","0.157"
"305","Indiana St.","103","7-21","1195","583","3925","0.156"
"306","The Citadel","111","11-20","1249","650","3851","0.156"
"307","Manhattan","115","8-23","1184","589","3841","0.155"
"308","Air Force","114","8-22","1375","767","3991","0.152"
"309","Auburn","103","7-22","1179","623","3656","0.152"
"310","IUPUI","115","7-22","1275","663","4115","0.149"
"311","Eastern Ky.","99","9-21","1223","666","3851","0.145"
"312","Ark.-Pine Bluff","124","10-24","1292","656","4404","0.144"
"313","Florida A&M","106","10-20","1067","567","3463","0.144"
"314","Eastern Ill.","106","3-26","1134","604","3720","0.142"
"315","Youngstown St.","101","8-21","1115","596","3650","0.142"
"316","Little Rock","95","6-22","1007","537","3356","0.140"
"317","Eastern Wash.","113","6-24","1238","669","4083","0.139"
"318","Chicago St.","119","5-26","1355","743","4406","0.139"
"319","Iona","101","5-23","1107","600","3716","0.136"
"320","Saint Francis (PA)","93","3-25","909","510","2953","0.135"
"321","Utah St.","108","2-28","975","527","3361","0.133"
"322","NJIT","110","1-31","1050","616","3496","0.124"
"323","Saint Peter's","109","3-27","1049","560","3986","0.123"
"324","Norfolk St.","86","2-23","787","456","2700","0.123"
"325","Southern U.","108","11-21","1041","581","3797","0.121"
"326","Binghamton","74","0-23","697","414","2336","0.121"
"327","Fairleigh Dickinson","98","4-26","891","493","3488","0.114"
"328","Grambling","109","11-24","1014","634","3620","0.105"
"329","Gardner-Webb","84","3-22","791","497","2804","0.105"
"330","Alcorn","102","7-23","913","601","3161","0.099"
"331","Mississippi Val.","108","4-30","905","708","3359","0.059"
"332","South Carolina St.","82","0-29","635","525","2257","0.049"
Reclassifying
"NR","California Baptist","117","14-16","1423","608","4034","0.202"
"NR","North Ala.","101","4-25","950","526","3172","0.134"
"NR","Merrimack","78","1-24","651","481","2291","0.074"

NCAA Women's Volleyball
Division IKills Per Set
Through Games 12/21/2019


"Rank","Name","S","W-L","Kills","Per Set"
"1","Cincinnati","125","27-7","1889","15.11"
"2","Stanford","120","30-4","1780","14.83"
"3","Marquette","122","28-6","1808","14.82"
"4","Princeton","90","17-8","1323","14.70"
"5","Missouri","111","22-8","1628","14.67"
"6","Pittsburgh","111","30-2","1627","14.66"
"7","Baylor","104","29-2","1518","14.60"
"8","Rice","108","27-4","1561","14.45"
"9","UNI","129","24-11","1862","14.43"
"10","Kentucky","114","25-7","1645","14.43"
"11","Kennesaw St.","115","22-9","1657","14.41"
"12","Wisconsin","116","27-7","1666","14.36"
"13","Milwaukee","119","26-6","1706","14.34"
"14","South Dakota","123","31-3","1762","14.33"
"15","Towson","112","29-3","1604","14.32"
"16","Morehead St.","119","23-10","1699","14.28"
"17","SMU","106","18-10","1505","14.20"
"18","San Diego","112","25-6","1590","14.20"
"19","Georgia Tech","123","26-8","1744","14.18"
"20","Creighton","107","25-6","1499","14.01"
"21","Murray St.","114","19-11","1597","14.01"
"22","UCLA","102","19-12","1428","14.00"
"23","Jacksonville St.","106","20-10","1479","13.95"
"24","Utah","137","24-10","1909","13.93"
"25","Michigan","118","21-11","1644","13.93"
"26","UCF","122","25-8","1697","13.91"
"27","Cornell","86","17-6","1196","13.91"
"28","UC Santa Barbara","107","23-6","1485","13.88"
"29","Georgia","112","20-10","1549","13.83"
"30","Texas","98","23-4","1355","13.83"
"31","Northern Colo.","132","26-8","1825","13.83"
"32","Penn St.","117","27-6","1617","13.82"
"33","Nebraska","119","28-5","1641","13.79"
"34","Texas A&M","120","23-8","1651","13.76"
"35","Minnesota","118","27-6","1620","13.73"
"36","Colorado St.","110","29-2","1508","13.71"
"37","Illinois St.","132","22-12","1809","13.70"
"38","Fla. Atlantic","100","16-11","1370","13.70"
"39","Tennessee","108","15-13","1476","13.67"
"40","Ball St.","126","20-12","1718","13.63"
"41","Illinois","118","16-14","1608","13.63"
"42","Hawaii","114","26-4","1553","13.62"
"43","New Mexico St.","108","27-4","1470","13.61"
"44","La Salle","110","15-14","1497","13.61"
"45","Western Ky.","118","32-2","1604","13.59"
"46","Iowa St.","107","17-12","1452","13.57"
"47","St. John's (NY)","118","22-12","1600","13.56"
"48","Troy","120","23-10","1627","13.56"
"49","Kent St.","113","14-15","1529","13.53"
"50","FGCU","108","27-5","1461","13.53"
"51","Lipscomb","105","16-13","1419","13.51"
"52","Wright St.","111","24-6","1499","13.50"
"53","Omaha","129","19-14","1742","13.50"
"54","Columbia","93","12-12","1255","13.49"
"55","Ohio St.","114","15-17","1538","13.49"
"56","Long Beach St.","110","12-17","1484","13.49"
"57","Washington","133","27-7","1794","13.49"
"58","Sam Houston St.","134","19-14","1807","13.49"
"59","California","113","20-10","1522","13.47"
"60","Loyola Maryland","122","13-18","1643","13.47"
"61","Sacred Heart","120","20-12","1614","13.45"
"62","Green Bay","114","21-9","1530","13.42"
"63","Florida","117","27-5","1570","13.42"
"64","Miami (OH)","108","17-12","1449","13.42"
"65","Pepperdine","114","18-11","1529","13.41"
"66","Northwestern St.","119","20-13","1596","13.41"
"67","Fairfield","110","24-6","1475","13.41"
"68","Eastern Mich.","106","11-17","1421","13.41"
"69","UMKC","111","17-12","1487","13.40"
"70","Northern Ky.","123","19-13","1647","13.39"
"71","Army West Point","116","22-10","1552","13.38"
"72","ETSU","122","25-6","1629","13.35"
"73","American","120","24-8","1601","13.34"
"74","DePaul","121","14-16","1612","13.32"
"75","Robert Morris","107","25-5","1420","13.27"
"76","Loyola Chicago","124","21-11","1645","13.27"
"77","Central Mich.","113","21-9","1499","13.27"
"78","Hofstra","111","17-12","1471","13.25"
"79","UIC","116","20-11","1537","13.25"
"80","Dayton","114","22-9","1510","13.25"
"81","Coastal Caro.","116","24-6","1536","13.24"
"82","Yale","83","15-8","1098","13.23"
"83","Ohio","119","18-13","1574","13.23"
"84","Texas Tech","116","17-13","1530","13.19"
"85","UNLV","128","20-11","1688","13.19"
"86","Central Ark.","124","16-14","1633","13.17"
"87","Weber St.","133","26-9","1747","13.14"
"88","Northeastern","108","15-14","1418","13.13"
"89","LMU (CA)","110","14-15","1444","13.13"
"90","Samford","118","24-6","1549","13.13"
"91","Liberty","121","21-12","1588","13.12"
"92","Navy","111","17-12","1456","13.12"
"93","Winthrop","109","24-5","1428","13.10"
"94","East Carolina","113","19-11","1480","13.10"
"95","Colgate","122","24-8","1597","13.09"
"96","Oregon","113","9-20","1478","13.08"
"97","UTSA","113","16-14","1476","13.06"
"98","North Texas","109","17-11","1423","13.06"
"99","San Diego St.","110","15-14","1436","13.05"
"100","UT Arlington","131","20-14","1710","13.05"
"101","Evansville","117","16-14","1527","13.05"
"102","A&M-Corpus Christi","117","19-12","1524","13.03"
"103","BYU","112","26-5","1458","13.02"
